ID;Title;Abstract/Description;Link to the publication;Link to the original website;Publicaton date (YYYY/MM);journal;Publishers;Corporate Authors;Authors;Language;Resource types;Geographical focus;Related Concepts;Themes;Overarching Categories
mokoro:5970;Tenure (In)security and agricultural investment of smallholder farmers in Mozambique;Includes discourse on land tenure reforms and tenure security, conceptual framework, evolution of land tenure reform and agricultural productivity in Mozambique, data and estimation strategy, results, conclusion. Analyzes the determinants of household perceived tenure insecurity and its effect on long-term land-related investment. The presence of a significant demand for certificates of land ownership implies the opportunities to strengthen the pro-poor impacts of the ongoing land reform programmes by establishing a system that would respond to this demand effectively.;http://mokoro.co.uk/wp-content/uploads/tenure-insecurity-IFPRI.pdf;http://mokoro.co.uk/land-rights-article/tenure-insecurity-and-agricultural-investment-of-smallholder-farmers-in-mozambique/;31-12-2012;;Rights and Resources Initiative;Rights and Resources Initiative;Hosaena Ghebru Hagos;en;Reports & Research;"002;MOZ";"land;farmers;land tenure;reforms;land reform;land ownership";;"Land Policy & Legislation;Access to Land & Tenure Security"
mokoro:5890;The Big Picture: Land and Gender Issues in Matrilineal Mozambique;Includes the land inheritance system, the (potential) diminishing relevance of customary norms, land rights and awareness of the law, women, customary practices and participation, DUATs and land occupation, the land market. Argues that in the current context the right of women to access and administer land is being limited not by customary social rules and law but by the adverse socio-economic context which characterises the whole peasant sector.;http://mokoro.co.uk/wp-content/uploads/land_and_gender_issues_matrilineal_mozambique.pdf;http://mokoro.co.uk/land-rights-article/the-big-picture-land-and-gender-issues-in-matrilineal-mozambique/;31-05-2011;;;;Ruben Villanueva;en;Reports & Research;002;"occupation;women;land;land rights;matrilineal";Land & Gender;Access to Land & Tenure Security
mokoro:5393;Land Reform in South Africa: Problems and Prospects;"An overview of land reform in South Africa, containing the integration of land reform and agricultural development; defining policy agenda; squaring circles – restitution, land rights, redistribution, the contradictions of land reform; going back to the beginning – reviewing reforms, land reform in historical and comparative perspectives; the ironies of the new – transferring land, policies, plans and outcomes.";http://mokoro.co.uk/wp-content/uploads/land_reform_sa_problems_and_prospects.pdf;http://mokoro.co.uk/land-rights-article/land-reform-in-south-africa-problems-and-prospects/;31-12-2000;;;Centre for Rural Legal Studies;"Ruth Hall;Gavin Williams";en;Reports & Research;"ZAF;002";"reforms;land;land rights;land reform";;Access to Land & Tenure Security
mokoro:5881;Land Grabbing in Africa and the New Politics of Food;Whatever the prevailing terminology and ideologies, there is now ample evidence that large swathes of African farmland are being allocated to investors, usually on long-term leases, at a rate not seen for decades – indeed, not since the colonial period. The fact that much of this land is being acquired to provide for the future food and fuel needs of foreign nations has, not surprisingly, led to allegations that a neo-colonial push by more wealthy and powerful nations is underway to annex the continent’s key natural resources.;http://mokoro.co.uk/wp-content/uploads/Policy_Brief_041.pdf;http://mokoro.co.uk/land-rights-article/land-grabbing-in-africa-and-the-new-politics-of-food/;30-06-2011;;;Future Agricultures Consortium;Ruth Hall;en;Reports & Research;002;"leases;land;land grabbing;deed;farmland";;Land Use, Management & Investment
mokoro:5843;The many faces of the investor rush in Southern Africa: towards a typology of commercial land deals;"Includes a broader view of the global land grab; Southern Africa: under-utilised and opening up for business?; biofuels everywhere, but not enough to eat; extractive industries: mining and forestry; reversals and state capitalism in Zimbabwe; the next Great Trek? South Africans head north; where is the food?; towards a typology; reflecting on these trends: what fresh insights?; conclusions.";https://www.tni.org/sites/www.tni.org/files/Hall%20ICAS%20WP%202.pdf;http://mokoro.co.uk/land-rights-article/the-many-faces-of-the-investor-rush-in-southern-africa-towards-a-typology-of-commercial-land-deals/;28-02-2011;;;;Ruth Hall;en;Reports & Research;002;"land deals;forestry;mining;land;extractive industries";"Land & Investments;Forest Tenure";
mokoro:5693;Land Use and Livelihoods in South Africa’s Land Reform;"Includes patterns of land use in land reform; how land use is currently planned; livelihood impacts of land uses in land reform; dynamics in the commercial farming sector; international experiences; towards alternative land uses and livelihoods; conclusions; recommendations.";http://mokoro.co.uk/wp-content/uploads/land_use_and_livelihoods_in_sa_land_reform.pdf;http://mokoro.co.uk/land-rights-article/land-use-and-livelihoods-in-south-africas-land-reform/;31-10-2007;;;Institute for Poverty, Land and Agrarian Studies;Ruth Hall;en;Reports & Research;"ZAF;002";"land use;land;land reform";;Land Use, Management & Investment
mokoro:5692;Land Demand, Targeting & Acquisition in South Africa’s Land Reform;"Includes how land is currently identified and acquired; recognising and responding to demand; what do we know about land needs?; innovative ways of working with needs / demand and supply; land prices; towards alternatives; conclusion; recommendations.";http://mokoro.co.uk/wp-content/uploads/land_demand_targeting_and_acquisition.pdf;http://mokoro.co.uk/land-rights-article/land-demand-targeting-acquisition-in-south-africas-land-reform/;31-10-2007;;;Institute for Poverty, Land and Agrarian Studies;Ruth Hall;en;Reports & Research;"ZAF;002";"land;land reform";;
mokoro:5771;A fresh start for rural development and agrarian reform?;Contains mix-and-match ministries, separating Land Reform from Agriculture, dualism and the ‘missing middle’, rethinking rural development, what are the policy alternatives?;http://www.plaas.org.za/plaas-publication/pb29;http://mokoro.co.uk/land-rights-article/a-fresh-start-for-rural-development-and-agrarian-reform/;31-07-2009;;;Institute for Poverty, Land and Agrarian Studies;Ruth Hall;en;Reports & Research;002;"land;rural development;land reform;agriculture;agrarian reform";;
mokoro:5549;Land and Agrarian Reform in South Africa: A Status Report 2004;Includes a retrospective of 10 years of land reform, restitution, redistribution, farm tenure reform, communal tenure reform, debating the future of land and agrarian reform, conclusions. Argues that there is a need for the state to intervene to make suitable land available to meet local needs, rather than relying wholly on land markets. Significant progress has been made, but there is a need to integrate land reform with agricultural policy, rural development and local economic development, thus locating the redistribution of land and land rights at the centre of a wider process of pro-poor agrarian reform.;http://www.plaas.org.za/plaas-publication/rr-20;http://mokoro.co.uk/land-rights-article/land-and-agrarian-reform-in-south-africa-a-status-report-2004/;31-12-2004;;;Institute for Poverty, Land and Agrarian Studies;Ruth Hall;en;Reports & Research;"ZAF;002";"land;land rights;land markets;rural development;land reform;agrarian reform";Land & Investments;"Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:5883;The Next Great Trek? South African Commercial Farmers Move North;Analyses the shifting role of South African farmers, agribusiness and capital elsewhere in Southern Africa and the rest of the continent. Explores recent expansion trends, investigates the interests and agendas shaping such deals, and the legitimating ideologies and discourses employed in favour of them. Now it is being more centrally organised and coordinated than in the past, is more frequently taking the form of large concessions for newly formed consortia and agribusinesses, and is increasingly reliant on external financing through transnational partnerships. Documents and analyses their impacts and implications for land rights, livelihoods and the changing shape of agriculture. Addresses the degree to which South Africa is no longer merely exporting its farmers, but also its value chains, to the rest of the continent and what this means for trajectories of agrarian change.;http://www.plaas.org.za/sites/default/files/publications-pdf/WP19.pdf;http://mokoro.co.uk/land-rights-article/the-next-great-trek-south-african-commercial-farmers-move-north/;31-08-2011;;;Institute for Poverty, Land and Agrarian Studies;Ruth Hall;en;Reports & Research;002;"land;land rights;agriculture;farmers";;Access to Land & Tenure Security
mokoro:6035;What is inclusive agricultural growth? Agricultural investment, productivity and land rights in the context of large-scale investments;Reflections following the passing of the African Union’s Guiding Principles on Large-Scale Land-Based Investment, the culmination of policy processes over the past decade. Rising food prices reflect the systematic neglect of agriculture over a long period. We need indicators and monitoring, cannot rely on technology to resolve political problems, need a system-wide approach and to create opportunities for young people to build livelihoods in farming and throughout the agro-food system. Overwhelming evidence that large land deals have not delivered their promised benefits, especially jobs, so we need alternatives. Can Africa achieve agricultural growth that is inclusive? Yes, and it must!;http://www.plaas.org.za/blog/what-inclusive-agricultural-growth-agricultural-investment-productivity-and-land-rights-context;http://mokoro.co.uk/land-rights-article/what-is-inclusive-agricultural-growth-agricultural-investment-productivity-and-land-rights-in-the-context-of-large-scale-investments/;30-11-2014;;;Institute for Poverty, Land and Agrarian Studies;Ruth Hall;en;Reports & Research;002;"land deals;land rights;agriculture;scale;land";Land & Investments;"Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:6000;Making agricultural investment work for Africa: Parliamentarians from Central Africa respond to the ‘land rush’;"How should African politicians respond to the ‘land rush’? Parliamentarians from the member states of the Central African Economic and Monetary Community (CEMAC) met in mid-November to debate this question. Includes a collective response to agriculture and food security is needed, what land deals are underway in Central Africa?; investment and production, but for which markets?; impacts of land deals on Africa farmers; can Africa help secure the world’s food supply?; transparency isa precondition for inclusive investments; what should be done?";http://www.future-agricultures.org/blog/entry/making-agricultural-investment-work-for-africa-parliamentarians-from-central-africa-respond-to-the-land-rush;http://mokoro.co.uk/land-rights-article/making-agricultural-investment-work-for-africa-parliamentarians-from-central-africa-respond-to-the-land-rush/;30-11-2013;;;Institute for Poverty, Land and Agrarian Studies;Ruth Hall;en;Reports & Research;002;"land deals;food security;land;agriculture;farmers";"Land & Investments;Land & Food Security";
mokoro:5976;The ‘African farmer’ … is a woman;A report on the Pan African Land Hearing held in Johannesburg on 15 August. Representatives of rural communities affected by land grabs in 9 African countries (Kenya, Malawi, Mozambique, Senegal, Tanzania, South Africa, Zambia, Zimbabwe) presented testimony to a panel of experts, including the Pan African Parliament, showing how the theme of gender permeated every case.;http://mokoro.co.uk/wp-content/uploads/TheAfricanfarmer_isawoman.pdf;http://mokoro.co.uk/land-rights-article/the-african-farmer-is-a-woman/;31-08-2013;;;Institute for Poverty, Land and Agrarian Studies;Ruth Hall;en;Reports & Research;002;"land;land grabs";;
mokoro:5772;Another Countryside? Policy options for land and agrarian reform in South Africa;This book is a compilation of 11 papers that explore the limits of the current approach to land redistribution in South Africa and propose policy alternatives. Centres on 3 themes: how land is to be acquired (which land, and for whom), under what tenure arrangements it is to be held, and how production is to be supported. Focus moves beyond debating alternatives to the ‘willing-buyer, willing-seller’ paradigm to the kind of agrarian change that land reform should pursue. Central to all is reconfiguring the roles of state and market.;http://www.plaas.org.za/plaas-publication/another-countryside;http://mokoro.co.uk/land-rights-article/another-countryside-policy-options-for-land-and-agrarian-reform-in-south-africa/;30-06-2009;;;Institute for Poverty, Land and Agrarian Studies;Ruth Hall;en;Reports & Research;"ZAF;002";"land;agrarian reform;land reform";;
mokoro:5550;Budgeting for land reform;The primary purpose of land reform in South Africa is to redistribute agricultural and other land to address the racially skewed pattern of landholding and promote development. Slow progress in land reform over the past decade underscores the urgency of finding ways to accelerate the process. The state has adopted a market-assisted approach to redistribution. This means that land is usually bought at full market price. In addition, substantial funding is needed for the implementation of the programme and for post-settlement support to beneficiaries. The budget allocated to land reform is therefore of central importance to the programme. Surveys trends in the land reform budget over the past decade, with particular emphasis on redistribution.;http://www.plaas.org.za/plaas-publication/PB13;http://mokoro.co.uk/land-rights-article/budgeting-for-land-reform/;31-08-2004;;;Institute for Poverty, Land and Agrarian Studies;"Ruth Hall;Edward Lahiff";en;Reports & Research;002;"land;land reform";;
mokoro:6036;7 ways to work for better land rights;"Contains recognise and strengthen customary rights starting with statutory recognition; community rather than individual titling must be further explored as an option; women’s land rights remain weak under customary tenure but formalization is not necessarily the answer; custom or rights for women is a false dichotomy; supporting women’s collective action is key; political leadership and evidence from research are needed to transform policies and practices; technical tools to secure land rights require wider policy and institutional support.";http://www.future-agricultures.org/blog/entry/7-ways-to-work-for-better-land-rights;http://mokoro.co.uk/land-rights-article/7-ways-to-work-for-better-land-rights/;30-11-2014;;;Future Agricultures Consortium;Ruth Hall;en;Reports & Research;002;"women;land rights;research;customary tenure;land";Land & Gender;Access to Land & Tenure Security
mokoro:5406;What Land Reform has meant and could mean to Farm Workers in South Africa;"Covers introduction, farm workers in South Africa, tenure security for farm workers with a focus on ESTA – including the justice system, farmers’ responses and women farm workers; equity share schemes; rural housing and land redistribution; lessons to and from South Africa.";http://mokoro.co.uk/wp-content/uploads/what_land_reform_has_meant_to_farm_workers_sa.pdf;http://mokoro.co.uk/land-rights-article/what-land-reform-has-meant-and-could-mean-to-farm-workers-in-south-africa/;30-06-2001;;;Centre for Rural Legal Studies;"Ruth Hall;Karin Kleinbooi;Ndodomzi Mvambo";en;Reports & Research;"ZAF;002";"women;land;farmers;land reform";Land & Gender;
mokoro:5532;A Political Economy of Land Reform in South Africa;Land reform is one way in which the ‘new’ South Africa set out to redress the injustices of apartheid and, by redistributing land to black South Africans, to transform the structural basis of racial inequality. During the first decade of democracy, land reform has fallen far short of both public expectations and official targets. This article describes the progress of the programme and its changing nature. It is argued that a recent shift in land policy, from a focus on the rural poor to ‘emerging’ black commercial farmers, is consistent with changes in macro-economic policy and reflects shifting class alliances. The programme now appears to pursue a limited deracialisation of the commercial farming areas rather than a process of agrarian restructuring. Most fundamentally, land reform has not yet provided a strategy to overcome agrarian dualism.;http://mokoro.co.uk/wp-content/uploads/pol_econ_land_reform_sa.pdf;http://mokoro.co.uk/land-rights-article/a-political-economy-of-land-reform-in-south-africa/;30-06-2004;;;;Ruth Hall;en;Reports & Research;"ZAF;002";"area;land;farmers;land reform";;Land Use, Management & Investment
mokoro:5718;Decentralization, Pro-Poor Land Policies, and Democratic Governance;Land tenure reform policy has been affected by many different types of decentralization, but the literature has rarely explicitly addressed the implications of this. The paper provides a review of how the issues of decentralization are linked to land tenure reform in theory and practice. Begins with clarifying some key terms, then looks at contending perspectives on decentralization and how these relate to the UNDP’s pillars of democratic governance. Reviews the different types of land tenure reform in terms of the role of centralized and decentralized institutions, illustrating strengths and weaknesses, gaps and challenges with experience from a range of developing countries. Turns to conclusions and policy recommendations, considering how decentralized approaches to land tenure reform can contribute to goals such as gender equity, social cohesion, human rights, and the identity of indigenous peoples.;http://ageconsearch.umn.edu/bitstream/44353/2/capriwp80.pdf;http://mokoro.co.uk/land-rights-article/decentralization-pro-poor-land-policies-and-democratic-governance/;30-06-2008;;;;"Ruth Meinzen-Dick;Monica Di Gregorio;Stephan Dohrn";en;Reports & Research;002;"decentralization;land policies;land;land tenure;indigenous peoples";Indigenous & Community Land Rights;"Land Policy & Legislation;Access to Land & Tenure Security"
mokoro:5904;Gender, Assets, and Agricultural Development Programs: A Conceptual Framework;"Includes assets, inequalities and the gender-asset gap; overview of the GAAP conceptual framework; gender, assets and agricultural development interventions; summary and implications. Discusses implications of gender differences for designing agricultural development interventions to increase asset growth. Identifies additional gaps in knowledge and possible investigations to address them.";https://cgspace.cgiar.org/bitstream/handle/10568/12520/capriwp99.pdf?sequence=2;http://mokoro.co.uk/land-rights-article/gender-assets-and-agricultural-development-programs-a-conceptual-framework/;30-11-2011;;;;"Ruth Meinzen-Dick;Nancy Johnson;Agnes Quisumbing;Jemimah Njuki;Julia Behrman;Deborah Rubin;Amber Peterman;Elizabeth Waithanji";en;Reports & Research;002;"women;gender equity in access to land;capacity building;development agencies";"Land & Gender;Land Stakeholders & Institutions";Access to Land & Tenure Security
mokoro:7107;The Impact of Gendered Legal Rights to Land on the Prevalence and Nature of Intra- and Inter-Household Disputes;Comprises background and research objectives, literature review, research methodology, research findings, conclusions and recommendations. Believes that local authorities should be sensitized to the urgent need to bring sustainable and just resolution to intra-household disputes as there is a tendency for these to result in violence against women disputants. Dispute resolution bodies may be more successful if they adopt mediation approaches and work with men to understand why gender equal land rights can serve their interests as well.;http://www.rwandaland.org/en/landprojectreports/item/138-the-impact-of-gendered-legal-rights-to-land-on-the-prevalence-and-nature-of-intra-and-inter-household-disputes;http://mokoro.co.uk/land-rights-article/impact-gendered-legal-rights-land-prevalence-nature-intra-inter-household-disputes/;30-09-2015;;;USAID Rwanda LAND Project;;en;Reports & Research;002;"women;land;land rights;research";Land & Gender;Access to Land & Tenure Security
mokoro:7108;Land Market Values, Urban Land Policies, and their Impacts in Urban Centers of Rwanda;Research sought to evaluate the determinants of urban land markets, to analyse trends in urban land markets and values, and to assess impacts of urban land prices and policies. Concludes that if current land policies are not reformed there is a risk of increased negative impacts on the poor and more low-income people will be exposed to displacement to areas away from the urban centres which could cause social instability and an increase of informal settlements in suburbs.;http://www.rwandaland.org/en/partner-products/item/download/77_1ec613e1d9f42fd0fd4aedc06ce29b25;http://mokoro.co.uk/land-rights-article/land-market-values-urban-land-policies-and-their-impacts-in-urban-centers-of-rwanda/;31-08-2014;;;USAID Rwanda LAND Project;;en;Reports & Research;"002;RWA";"land policies;land;area;displacement;research;land markets;informal settlements";"Land Conflicts;Land & Investments;Urban Tenure";"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:7102;The Rights of Women in de facto Unions to Land and Property;Includes methodology, literature review, legal analysis, experiences and rights to land of women in de facto unions in Rwanda, root causes of de facto unions, the costs of illegitimacy, recommendations for strengthening the rights of women in de facto unions. Until policy and law protect the rights of women in de facto unions and people accept women in de facto unions as legitimate wives and contributors to household prosperity, they will continue to be chased away by their husbands or families-in-law, and endure the resulting negative economic, health, and social consequences.;http://www.rwandaland.org/en/products-for-land/item/159-land-project-policy-brief-land-rights-of-women-in-de-facto-unions-in-rwanda;http://mokoro.co.uk/land-rights-article/the-rights-of-women-in-de-facto-unions-to-land-and-property/;31-03-2016;;;USAID Rwanda LAND Project;;en;Reports & Research;002;"land;property;women";Land & Gender;
mokoro:5673;Emerging Land Tenure Issues in Zimbabwe;Looks at agricultural leasehold rights, freehold tenure and land markets, foreign land ownership and tenure security, rentals and sharing of redistributed land, modifying customary rights, gender and class relations, farm workers, land administration and tenure security.;http://mokoro.co.uk/wp-content/uploads/emerging_land_tenure_issues_Zimbabwe.pdf;http://mokoro.co.uk/land-rights-article/emerging-land-tenure-issues-in-zimbabwe/;12-31-2007;;;African Institute for Agrarian Studies;Sam Moyo;en;Reports & Research;"002;ZWE";"land;land administration;freehold;land tenure;land markets;land ownership";Land & Investments;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:5408;Addressing Food Insecurity in South Africa;Includes food insecurity and its consequences, unemployment, household incomes and expenditure, the food expenditure gap, nutritional programmes, land reform and food security.;http://mokoro.co.uk/wp-content/uploads/addressing_food_insecurity_sa.pdf;http://mokoro.co.uk/land-rights-article/addressing-food-insecurity-in-south-africa/;30-06-2001;;;;Samuel Bonti-Ankomah;en;Reports & Research;"ZAF;002";"land reform;food security;land";Land & Food Security;
mokoro:5370;Creating the Black Commercial Farmer;Looks at the problems of creating a stratum of black commercial farmers in South Africa in the light of historical experiences in Kenya and Zimbabwe. Argues that this will be a daunting challenge since apartheid tried to destroy black commercial farmers. The double challenge will be to unlock historical structural constraints within the agrarian economy and to reorient the current macro-economic climate to be more responsive to the needs of small-scale black farmers.;http://mokoro.co.uk/wp-content/uploads/creating_the_black_commercial_farmer.pdf;http://mokoro.co.uk/land-rights-article/creating-the-black-commercial-farmer/;30-09-2000;;;University of the Witwatersrand;Samuel Kariuki (University of the Witwatersrand);en;Reports & Research;002;"scale;farmers";;Land Use, Management & Investment
mokoro:5781;Unchartered territory: land, conflict and humanitarian action;Summary of a book of the same name. Contains the relationship between land and conflict, land in post-conflict contexts, humanitarian engagement on land issues, charting a way forward.;http://www.odi.org/sites/odi.org.uk/files/odi-assets/publications-opinion-files/5301.pdf;http://mokoro.co.uk/land-rights-article/unchartered-territory-land-conflict-and-humanitarian-action/;30-11-2009;;Humanitarian Policy Group;;"Sara Pantuliano;Samir Elhawary";en;Reports & Research;002;"territory;land";;
mokoro:5396;Land Reform and Poverty Alleviation in Southern Africa: towards Greater Impact: Conference Report and Analys;Covers purpose of the conference, proceedings, overview of land reform in the region, facilitating policy recommendations, general policy recommendations – policies and programmes complementary to land reform, policy processes and political dynamics, the role of civil society, state capacity – the way forward, references, country tables, and keynote address by Martin Adams.;http://mokoro.co.uk/wp-content/uploads/land_reform_and_poverty_alleviatiom_sarpn_conf_rep.pdf;http://mokoro.co.uk/land-rights-article/land-reform-and-poverty-alleviation-in-southern-africa-towards-greater-impact-conference-report-and-analys/;30-06-2001;;;Southern African Regional Poverty Network;"Scott Drimie;Sue Mbaya";en;Reports & Research;002;"land;poverty;land reform";;
mokoro:5775;Towards a Broader View of the Politics of Global Land Grab: Rethinking Land Issues, Reframing Resistance;Includes competing views of land-grabbing, Code of Conduct: consolidation of land-grab agenda, the many faces and directions of land use and land property relations change today, the ‘land sovereignty’ alternative.;https://www.tni.org/en/paper/towards-broader-view-politics-global-land-grabbing;http://mokoro.co.uk/land-rights-article/towards-a-broader-view-of-the-politics-of-global-land-grab-rethinking-land-issues-reframing-resistance/;31-05-2010;;Transnational Institute;;"Saturnino M. Borras Jr.;Jennifer Franco";en;Reports & Research;002;"property;land use;land";;Land Use, Management & Investment
mokoro:5770;Children and women’s rights to property and inheritance in Mozambique: Elements for an effective intervention strategy;"Covers traditional cultural norms and values, including property and inheritance, religion and witchcraft; and learning from good practice, including advocacy, influencing customary legal culture, support services, awareness raising, children’s knowledge and life skills, conclusions and recommendations. Based on studies in Gaza, Manica, Zambezia and Nampula.";http://mokoro.co.uk/wp-content/uploads/children_and_womens_property_and_inheritence_rights_mozambique.pdf;http://mokoro.co.uk/land-rights-article/children-and-womens-rights-to-property-and-inheritance-in-mozambique-elements-for-an-effective-intervention-strategy/;30-06-2009;;;Save the Children;Save the Children Mozambique;en;Reports & Research;"002;MOZ";"property;advocacy;women";Land & Gender;
mokoro:8907;Pastoralist Systems in Dar Silva, Chad;Study contributes to the understanding of the dynamics of pastoralism and farming in Dar Sila in relation to its natural, social, and economic environment. Reviews the history of the development of pastoralism in Chad, looks closely at pastoral systems in eastern Chad, reviews the policy and institutional context for pastoralism in Chad, and offers recommendations for practitioners working with pastoralist communities in Dar Sila and nationally in Chad.;http://fic.tufts.edu/publication-item/pastoralist-systems-in-dar-sila-chad/;http://mokoro.co.uk/land-rights-article/pastoralist-systems-in-dar-silva-chad/;31-03-2018;;;Feinstein International Center Tufts University;"Saverio Kratli;Pabame Sougnabe;Francesco Staro;Helen Young";en;Reports & Research;"002;TCD";environment;Land, Climate change & Environment;
mokoro:5941;International Farmland Focus 2912. Going with the grain. Why international farmland is becoming an increasingly sought after investment;"Includes going with the grain; global farmland index – a new measure of performance; investment performance – a creditable alternative; global snapshot – a world of opportunity; risk appraisal – a deeper understanding; global outlook – land remains a prime asset.";http://farmlandgrab.org/uploads/attachment/international-farmland-focus.pdf;http://mokoro.co.uk/land-rights-article/international-farmland-focus-2912-going-with-the-grain-why-international-farmland-is-becoming-an-increasingly-sought-after-investment/;31-08-2012;;;;Savills;en;Reports & Research;002;"farmland;land";;Land Use, Management & Investment
mokoro:5461;The Impact of HIV/AIDS on Land: Case Studies from Kenya, Lesotho and South Africa;"Paper prepared for the FAO’s Southern and Eastern Africa Office. Contains introduction to the impact of HIV/AIDS on land issues – land use, land rights, land administration; country studies; the impact of HIV/AIDS in Lesotho, in Kenya, in South Africa, and general findings and recommendations. Latter include land use strategies, land rights and land administration, and developing solutions.";http://mokoro.co.uk/wp-content/uploads/impact_hiv_aids_land_kenya_lesotho_south_africa.pdf;http://mokoro.co.uk/land-rights-article/the-impact-of-hivaids-on-land-case-studies-from-kenya-lesotho-and-south-africa-2/;30-09-2002;;;Human Sciences Research Council of South Africa;Scott Drimie;en;Reports & Research;"ZAF;002;LSO;KEN";"land use;land;land administration;land rights";;"Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:5465;The Impact of HIV/AIDS on Rural Households and Land Issues in Southern and Eastern Africa;"Paper prepared for the FAO’s Southern and Eastern Africa Office. Covers the impact of HIV/AIDS on sub-Saharan Africa; the underlying causes of HIV/AIDS; its economic impact; its impact on the household livelihood strategies; and a conceptual framework. Looks at HIV/AIDS and poverty, regional migration, poverty-driven commercial sex work; the impact on the macro economy and the rural economy, on agricultural production and coping strategies, and women, children and the elderly and HIV/AIDS.";http://mokoro.co.uk/wp-content/uploads/impact_hivaids_rural_households_and_land_southern_and_eastern_africa.pdf;http://mokoro.co.uk/land-rights-article/the-impact-of-hivaids-on-rural-households-and-land-issues-in-southern-and-eastern-africa/;31-08-2002;;;Human Sciences Research Council of South Africa;Scott Drimie;en;Reports & Research;002;"land;poverty;women";Land & Gender;
mokoro:5430;The Impact of HIV/AIDS on Land Reform in KwaZulu-Natal;"Proceedings of a seminar hosted by SARPN and the Centre for HIV/AIDS Networking, University of Natal, Durban. Contains 1. Introduction; 2. Overview of the current situation; 3. Overview of existing land reform HIV/AIDS policy and integration into Department of Land Affairs programmes; 4. Identification of key issues and challenges; 5. The challenge: developing a way forward.";http://mokoro.co.uk/wp-content/uploads/impact_hivaids_land_reform_kzn.pdf;http://mokoro.co.uk/land-rights-article/the-impact-of-hivaids-on-land-reform-in-kwazulu-natal/;30-11-2001;;;Southern African Regional Poverty Network;"Scott Drimie;Deborah Heustice";en;Reports & Research;002;"land;land reform";;
mokoro:5777;The US’s Millennium Challenge Corporation (MCC) Turning African farmland over to big business;Examines the role of the MCC in Africa, with particular attention on its activities in Madagascar, Mali, Ghana and Mozambique.;http://www.grain.org/system/old/seedling_files/seed-10-04-1.pdf?locale=fr;http://mokoro.co.uk/land-rights-article/the-uss-millennium-challenge-corporation-mcc-turning-african-farmland-over-to-big-business/;30-04-2010;;;;Seedling;en;Reports & Research;002;"farmland;land";;Land Use, Management & Investment
mokoro:5699;Liberalisation and the Debates on Women’s Access to Land;The reform of land tenure institutions is now back on the national and global policy agendas. While at a certain level of generality the principle of gender equality in access to resources, including land, has been endorsed by a diverse range of policy actors, there are many tensions and ambiguities likely to obstruct women’s effective access to land and its contribution to decent livelihoods. There are important questions about liberalisation policies vis-a-vis land, given the well documented difficulties that low-income women in particular face in accessing land through markets. Moreover, access to land can only play a complementary role in women’s (and men’s) livelihoods, and one that needs to be matched by income from employment. But many developing countries today confront formidable barriers to industrialisation and employment generation. There are also troubling implications from a gender perspective in the current endorsement of ‘customary’ systems of land tenure and decentralisation of land management. Women’s rights advocates fear that this can play into the hands of powerful interest groups hostile to women’s rights.;http://www.tandfonline.com/doi/full/10.1080/01436590701637342;http://mokoro.co.uk/land-rights-article/liberalisation-and-the-debates-on-womens-access-to-land/;31-12-2007;;;;Shahra Razavi;en;Reports & Research;002;"land;land tenure;land management;women";Land & Gender;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:5627;Land and Pro-Poor Change in Sierra Leone;Contains situational analysis, policy context, tentative conclusions and options for intervention. Addresses the question of how to increase security of land rights for the urban and rural poor. Examines the existing multiple land tenure system. Argues that land reform in Sierra Leone is both necessary and possible though there are many constraints. The costs of doing nothing will likely include further civil unrest and environmental degradation.;http://mokoro.co.uk/wp-content/uploads/land_pro_poor_change_sierra_leone.pdf;http://mokoro.co.uk/land-rights-article/land-and-pro-poor-change-in-sierra-leone/;31-07-2006;;;;Shaun Williams;en;Reports & Research;"002;SLE";"environment;land;land rights;land reform;land tenure";Land, Climate change & Environment;"Land Policy & Legislation;Access to Land & Tenure Security"
mokoro:5971;“God stopped making land!” Land Rights, Conflict and Law in Namibia’s Caprivi Region;Covers land rights and economics in 13 communal conservancies in Caprivi and the Namibian state in rural Caprivi – ministries of lands, agriculture, the environment, and the police. Comments on the lack of legal capacity in rural Namibia.;http://www.lac.org.na/projects/lead/Pdf/godstoppedmakingland.pdf;http://mokoro.co.uk/land-rights-article/god-stopped-making-land-land-rights-conflict-and-law-in-namibias-caprivi-region/;31-10-2012;;Legal Assistance Centre;Land, Environment and Development Project;"Sidney L. Harring;Willem Odendaal";en;Reports & Research;"002;NAM";"environment;land rights;agriculture;land";Land, Climate change & Environment;Access to Land & Tenure Security
