ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;
eldis:A37242;A series of Oxfam manuals on the provision of water for conflict and natural disaster affected populations;;"Access to water and sanitation is one of the major challenges faced by populations affected by conflict or natural disasters. The following technical manuals developed by the Oxfam Public Health Engineering Team aim to enable the provision of a reliable water supply for populations affected by conflict or natural disaster. Descriptions are given of the individual water treatment procedure followed by step by step instructions for implementation using Oxfam water kits/equipment including safety procedures and other considerations. Procedures include: 

    Water treatment – general overview of all treatment methods
    Coagulation and disinfection 
    Water filtration 
    Hand-dug wells 
    Water pumping 
    Water storage 
    Water distribution 

Diagrams, photographs, and organisational tools such as schedules and checklists are provided to make procedures clear and easy to carry out. ";;;Oxfam;eldis;01/01/2008;en;environment;Land, Climate change & Environment;;;;http://www.eldis.org/document/A37242;http://www.oxfam.org.uk/resources/learning/humanitarian/watsan.html;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.oxfam.org.uk%2Fresources%2Flearning%2Fhumanitarian%2Fwatsan.html;;;;"hand dug wells;guidelines;water supply;Environment;Health;Environment and water;filtration;water provision;Aid and debt;Manuals;Water and sanitation for health;water storage;Humanitarian assistance post conflict reconstruction and aid;water treatment: coagulation and disinfection;water distribution;Humanitarian and emergency assistance;Manual;water;water pumping;technical guides;Humanitarian assistance mitigating and responding to natural disasters;Humanitarian and emergency assistance manuals"
eldis:A19270;Awareness promotion and experience sharing on the implementation of the UNCCD-NAP to enhance pastoralist areas development in Ethiopia;;This paper reports on a workshop held in Ethiopia in 2004, targeting stakeholders involved in implementing Ethiopia’s National Action Plan (NAP) for the United Nations Convention to Combat Desertification (UNCCD). The workshop was based on international, national and regional experiences, principles and practices related to dryland management and combating desertification to the development of community driven processes. The workhop’s three main objectives were:to promote UNCCD–NAP implementation for combating desertification and enhance drylands management for improved Pastoral Area Development (PAD)to enhance the understanding and the awareness about UNCCD-NAP at federal level and to strengthen the partnership among all concerned bodies and in particular those at federal levelto increase the involvement of all concerned agencies and in particular the Pastoral Affairs Standing Committee (PASC) and the Natural Resources Development and Environmental Protection Standing Committee (NRDEPSC) in the UNCCD-NAP implementation.Major summary recommendations based on the various workshop sessions, plenary and group work report discussions include:no new policies are needed, as there are already several policies for starting and promoting pastoralist development programmessome related policies require revisiting, upgrading to include and promote pastoralist development and drylands managementeffective coordination and harmonisation among the various organisations working on UNCCD-NAP and other pastoralist development programmes should be encouragedintensify institutional and organisational capacity building including womens' empowerment in pastoral areaspeople with the technical know-how should be assigned to provide necessary awareness to the regionsmembers of Parliament will follow up the present status of the NAP in addition to accelerating their endorsement at their respective national and regional levels. ;"Y. Berkele
A. Mossige";;Drylands Coordination Group, Norway;eldis;01/01/2005;en;"environment;development;desertification;area";Land, Climate change & Environment;Land Use, Management & Investment;"ETH;202";;http://www.eldis.org/document/A19270;http://www.drylands-group.org/noop/file.php?id=595;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.drylands-group.org%2Fnoop%2Ffile.php%3Fid%3D595;;;;"Agriculture and food;Pastoralist;Environment and natural resource management;Livestock Norway;Ethiopia;Norway;desertification;multilateral environmental agreements desertification;Environment;Agriculture Norway;natural resource management drylands;CCD;Multilateral environmental agreements;Environment Natural Resource Access and Management;Pastoralism"
eldis:A42896;Guide to operating in areas of conflict for the oil & gas industry;;"This is a guide for companies working in the extractive industries, particularly in the oil and gas sectors and provides basic conflict management advice and guidance. Its objective is to save time, to protect resources and reputations, and to enhance the safety of employees and of the communities in which they do business.The guide presents tools for risk assessment and risk management in conflict settings, including:

    conflicts between companies and local communities which are directly related to the presence and operations of the companies themselves 
    wider social and political conflicts in which companies are not directly involved but which are very likely to impact on companies operating in such conflict environments

Part one covers risk assessment - potential risks, community impacts, and reputation and ethical dilemmas companies might encounter when seeking to invest in geographic regions of conflict, and when planning new investments in countries where companies have existing operations. This involves a three-step approach:

    traditional risk assessment – identifies whether and where conflict is likely within a geographic or political area, and if it is ongoing, post conflict, or potential conflict
    conflict analysis - identifies the nature and causes of the conflict
    conflict impact assessment (CIA) - identifies how investments or corporate activities will affect the potential or existing conflict and vice versa

Part two covers risk management - practical guidance on how to manage conflict in ways that do not compromise ethics and reputation, or contravene national laws and international norms and standards. Risk management approaches include:

    ‘do no harm’ in operations - looking at how corporate policies and practices affect the dynamics of a conflict, such as, recruitment, compensation and security
    ‘do something’ – investing in the company’s front-line and backup conflict management capacities; increasing conflict sensitivity of operations and of community outreach projects; and establishing early warning systems for areas prone to violent conflict
    ‘do something ++” - building external conflict management capacity, such as, supporting local and national conflict management resources; providing training; funding study tours to regions where successful conflict management has been achieved; and providing funding and/or technical assistance to national and/or international conflict resolution efforts

The guide suggests that these steps, when undertaken effectively, can assist companies to avoid costly mistakes by alerting them to existing or emerging conflict issues and by informing both investment decisions and successful conflict management strategies. ";;;International Petroleum Industry Environmental Conservation ;eldis;01/03/2008;en;"extractive industries;area";;Land Use, Management & Investment;;;http://www.eldis.org/document/A42896;http://www.ipieca.org/activities/social/downloads/publications/conflict_guide.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.ipieca.org%2Factivities%2Fsocial%2Fdownloads%2Fpublications%2Fconflict_guide.pdf;;;;"Corporate Social Responsibility;Conflict and security;Extractive industries oil;ethical business;Old Submission;Extractive industries;extractive industry;oil & gas industry;CSR"
eldis:A19274;Baku-Tiblisi-Ceyhan oil pipeline: human rights, ecological and environmental impacts Turkey section;;"This report presents the findings of an international fact finding mission to assess human rights, social and environmental impacts of the Baku-Tbilisi-Ceyhan (BYC) oil pipeline, which BP and other companies (as part of the BTC Consortium) are currently building in order to bring oil from Caspian Sea oilfields to Western markets. It also present findings following attendance at the hearings in  the trial of Ferhat Kaya, a human rights defender who was detained and allegedly tortured by police officers as a result of his work with BTC-affected villagers.Regarding the pipeline project the report finds that:serious concerns, particularly relating to human rights abuses, expropriation of land, labour violations, and serious failures in quality control during construction, have been raised by affected peoples, experts, pipeline workers, non-governmental organisations and the project’s own monitoring reportsthroughout much of its time in the field, the Mission was subject to police surveillance; and this use of police power only serves to intimidate affected villagers and others seeking independently to monitor and provide information about the projectthe human rights reforms implemented by the Turkish government in advance of its EU accession application seem to have had little impact in the Northeast region, perhaps because of a relative lack of attention from national and international human rights monitorsthe project seems to be implemented in breach of agreed standards, particularly those relating to land acquisition, potentially placing the project in violation of host country law, project loan conditions and the European Convention on Human Rights.Regarding the court hearing the report finds that:the trial of the  police officers on such serious charges was concluded in three short hearings with no apparent detailed questioning of the police officers by either the prosecution or the trial judgethe trial judge did not exercise her powers to investigate further the allegations after the Public Prosecutor suddenly expressed his request to acquit the police officersthe defendant was not given an opportunity to question or have questioned the complainant in the case against him.The report recommends that, in the future, the International Finance Corporation, the European Bank for Reconstruction and Development and the Export Credit Agencies take full account of the political and human rights contexts in which projects will be implemented, including the implications of this context for adherence with required standards. It also recommends that the International Financial Institutions (IFls) explicitly screen projects for their potential human rights impacts. ";;;The Corner House, UK;eldis;01/01/2005;en;"environment;extractive industries";Land, Climate change & Environment;;"TUR;145;015";;http://www.eldis.org/document/A19274;http://www.baku.org.uk/publications/turkey_ffm_2004.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.baku.org.uk%2Fpublications%2Fturkey_ffm_2004.pdf;;;;"Caucasus;Kurdish;pipeline;Corporate Social Responsibility;Extractive industries oil;Baku-Tbilisi-Ceyhan (BYC);Extractive industries"
eldis:A23615;Living in a material world: children and youth in alluvial diamond mining in Kono District, Sierra Leone;;"This report examines the living conditions of children and youth under 18 years old involved in diamond-related activities.  The report documents the production of process of diamonds in Kono District in Sierra Leone; specifies characteristics of the young miners and those involved in various support functions; and identifies the most vulnerable groups of children and adolescents involved in the process.The report finds that:55 percent of the children interviewed in this survey originate from Kono.  Many of these work part-time in the diamond fields to pay for their school fees in order to save money to go back to schoolthe authors identify the most vulnerable group as those in the youngest age group (5-9 years), not originating from Kono and living without their parentsmost of the children claim that they started in their current job because they were encouraged or forced by their family or friendsvery few of the children and youth involved in diamond mining would like to continue with their current activities.Recommendations from the report include:a programme subsidising school fees is needed to improve access to educationthere should be improved regulation of the distribution of medical drugs, in combination with more emphgasis on medical counselling given at local health clinics and by village birth attendancesinformation about diamonds should be included in the local school curriculumstakeholders should combine a long-term perspective - improved governance of the diamond trade - with medium and short-term programmes aimed at improving the living conditions of the children who must search for work in order to survive. ";"M. Bøås
A. Hatløy";;Institute for Applied International Studies, Norway;eldis;01/01/2006;en;"youth;mining;extractive industries";;;202;;http://www.eldis.org/document/A23615;http://www.fafo.no/pub/rapp/515/515.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.fafo.no%2Fpub%2Frapp%2F515%2F515.pdf;;;;"Mining;Corporate Social Responsibility;Extractive industries diamonds;Extractive industries;Sierra Leonne;Working CYP gender;child labour;working children;Working CYP;Working CYP worst forms;diamond mines;Norway;Children and young people"
eldis:A32221;Reforestation and control of landslides in Macacos Hill, a slum in Rio de Janeiro, Brazil;;"The focus of the project is on increasing the resistance of the physical environment to landslide activity; and building capacity of the community to decrease their vulnerability to landslides when they do occur. Project activities will include: 1. Identifying critical points of erosion and deforestation in Macacos Hill; 2. Promoting Reforestation of Macacos Hill, with the help of residents; 3. Studying and implementing appropriate and low cost technologies for drainage such as: stairway drains; storm water channels to divert the flow from houses; increased drainage area around houses; and roof water retention in barrels.Further, the project will seek to achieve capacity building of the local community regarding: 1. Climate change issues 2. How the community can help with this process, for example, appropriate collection and disposal of wastes, assist in reforestation, and simple actions to increase water drainage and to reduce flows. ";;;South South North ;eldis;01/01/2006;en;"environment;climate change;land;poverty";Land, Climate change & Environment;;"419;BRA";;http://www.eldis.org/document/A32221;http://www.helio-international.org/projects/SSN%20Report.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.helio-international.org%2Fprojects%2FSSN%2520Report.pdf;;;;"Brazil;Agricultural biodiversity and natural resource management;vulnerability;Sustainable livelihoods;Environment and natural resource management;community;Macacos.;Environment;Climate Change Adaptation;technology;climate change adaptation;climate change adaptation and vulnerability;reforestation;Poverty;erosion;land-slides;Agriculture and food;climate change adaptation disaster risk reduction;Environmental protection natural resource management;Climate change;natural resource management forests;Soil and land management;case studies;Climate change Forestry;drainage;waste disposal;climate change adaptation community based"
eldis:A75809;Realities of the watershed management approach: the Magat watershed experience;;"This paper aims to showcase the experience of the Magat (Philippines) watershed in the implementation of the watershed management approach. Magat watershed was declared as a forest-reservation area through Proclamation No. 573 on June 26, 1969 because of its great importance to human survival and environmental balance in the region. The Magat case demonstrates the important role that ‘champions’ like the local government unit (LGU) could play in managing the country’s watersheds. With the Nueva Viscaya province constituting 97% of the Magat watershed, the provincial government was committed to provide a strong management support system to the watershed. This involved interplay of critical elements, i.e., favorable policy and political environment, enabling social and institutional mechanisms, adequate financial support, and capable and committed actors and players.

The management approach adopted in Nueva Vizcaya treated the watershed as a ‘lifeshed’ where human concerns are connected with land and water resources. It was premised on ‘managing people first’ to relate society’s interests to the use of watershed resources. The provincial government was able to harness various stakeholders’ participation and tap technical and financial support. It provided incentives for people to join in participatory management schemes and to adopt conservation practices. The ‘feeling of control and sense of ownership’ served as ‘lifelines’ for individuals and organizations to sustain the watershed.
 ";"D.D. Elazegui
E.A. Combalicer,";;Philippine Institute for Development Studies ;eldis;01/01/2004;en;environment;Land, Climate change & Environment;;PHL;;http://www.eldis.org/document/A75809;http://dirp3.pids.gov.ph/ris/dps/pidsdps0421.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fdirp3.pids.gov.ph%2Fris%2Fdps%2Fpidsdps0421.pdf;;;;"Livelihoods natural resource management;Environment;OKHub partners;Livelihoods water and sanitation;Service;watershed governance;Environment and water;PIDS SERP-P;Source;OKHub;Livelihoods;participatory approach;Philippine Institute for Development Studies ;Bookmarklet;watershed management approach;Magat watershed;Environment and natural resource management"
eldis:A65073;Urban wastewater and agricultural reuse challenges in India;;Urban wastewater management has become a major challenge in India as infrastructural development and regulations have not kept pace with population growth and urbanisation. This study argues that against the backdrop of water scarcity and climate change, it is important to examine issues related to wastewater reuse more holistically and to investigate the challenges and opportunities for its safe and efficient reuse. The study attempts to analyse the current status of wastewater generation, its uses and livelihood benefits especially in agriculture, based on national data and case studies from Ahmedabad, New Delhi, Hyderabad, Kanpur and Kolkata. Specifically, the objective is to provide estimates of wastewater generation and treatment, synthesise existing data on agricultural use of wastewater, and assess the related benefits and economic value, as well as the potentially adverse environmental and human health impacts. ;P. Amerasinghe;;International Water Management Institute - Climate Change and Water;eldis;01/01/2013;en;"climate change;waste;research";Land, Climate change & Environment;;IND;;http://www.eldis.org/document/A65073;http://www.indiaenvironmentportal.org.in/files/file/Urban%20Wastewater%20and%20Agricultural%20Reuse%20in%20India.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.indiaenvironmentportal.org.in%2Ffiles%2Ffile%2FUrban%2520Wastewater%2520and%2520Agricultural%2520Reuse%2520in%2520India.pdf;;;;"Water in climate change;Climate change;CDKN;research;Agriculture and food;Climate and Development Knowledge Network;tfmimport;Funder"
eldis:A12497;Deforestation without limits: How the Cambodian government failed to tackle the untouchables;;This report examines evidence of illegal logging that Global Witness has submitted to the Royal Government of Cambodia as part of the Forest  Crimes Monitoring and Reporting Project and reviews the action and inaction of the government in each of the cases ;;;Global Witness;eldis;01/01/2002;en;"forestry;deforestation;environment";"Land, Climate change & Environment;Forest Tenure";Land Use, Management & Investment;"009;030;KHM";;http://www.eldis.org/document/A12497;http://www.globalwitness.org/media_library_get.php/137/Deforestation_Without_Limit.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.globalwitness.org%2Fmedia_library_get.php%2F137%2FDeforestation_Without_Limit.pdf;;;;"forestry;Illegal logging;forestry deforestation;Environment and Forestry;Forest policies and management;forestry deforestation causes;deforestation;Environmental protection natural resource management;Agriculture and food;Environment"
eldis:A10198;Providing water to the poor: Assessing private sector participation;;Can private sector participation (PSP) in the provision of water supply and sanitation services (WSS) meet essential social and environmental needs? New research by the International Institute for Environment and Development (IIED) suggests that inappropriate forms of private sector involvement that are inadequately regulated are unlikely to be of much value to poorer households or the environment. ;John Thompson;;id21 Development Research Reporting Service;eldis;01/01/2002;en;"environment;poverty";Land, Climate change & Environment;;;;http://www.eldis.org/document/A10198;http://www.id21.org/society/s3bjt1g2.html;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.id21.org%2Fsociety%2Fs3bjt1g2.html;;;;"poor;Environment;Finance policy;water governance;Privatisation;private sector participation;WaterTrade;Privatisation of infrastructure;Governance;Private sector;water;poverty;water and sanitation;Environment and water"
eldis:A67873;South China Sea: emerging security architecture;;"The South China Sea (SCS) dispute has become a flash point in Southeast Asia. The dispute is between the five countries of Southeast Asia, China and Taiwan. In the process of strengthening their claims, these countries are strengthening their civil and military capacities.

The aim of this essay is to highlight the geo-strategic importance of the SCS and attempt to comprehend the basis of these claims. These multiple claims in the region have led to the emergence of a new security architecture in the region leading to a complex dispute.
 ";T. Singh;;Institute of Peace and Conflict Studies, India;eldis;01/01/2012;en;territory;;;"IDN;BRN;PHL;VNM;TWN;MYS;CHN";;http://www.eldis.org/document/A67873;http://www.ipcs.org/pdf_file/issue/SR132-SEARP-Teshu.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.ipcs.org%2Fpdf_file%2Fissue%2FSR132-SEARP-Teshu.pdf;;;;"Conflict and security;Institute of Peace and Conflict Studies, India;Content partner summary;Source;natural resources as driver of conflict;Institute of Peace and Conflict Studies;Bookmarklet;Drivers of conflict"
eldis:A10969;Water disputes in South Asia;;The paper examines various water sharing treaties in South Asia, with a comparative evaluation of past and future trends, followed by suggestions for a sustainable future cooperation.It examines:the Indus Water Treaty between India and Pakistan India and Bangladesh dispute over the Ganges river India and Nepal sharing the Mahakali river watersIt makes the following observations and recommendationsOne common factor in all three water sharing cases discussed above is the dominant attitude displayed by India, by virtue of its sheer size, with a view to controlling regional water resources it shares with othersIn the case of the Mahakali Treaty, India, despite being the lower riparian country, is strong enough to threaten Nepal and in altering the terms in its favourWater-sharing agreements have been highly politicised at domestic levels in Pakistan, Bangladesh and      NepalWars over water between upstream and down-stream neighbours are likely only if a downstream riparian threatens to go to war against an upstream riparian owing to various factors. This sounds a remote possibility in the case of downstream country like Bangladesh, given its lower military capability vis-a-vis IndiaIndia has already taken several initiatives in violation of the Ganges Water Treaty and may violate the  Treaty in future, in the absence of any guaranteeChanging demographic, technological, economic and environmental factors underscore the need for an  cooperation beyond the three co-operation treaties that already exist in the region rather than conflict, not only at bilateral levels but more so at the regional levelManagement of shared river systems should grow beyond the sphere of national sovereignty and bilateral co-operation and must be addressed at the regional level to achieve the best possible use of available waterPolitical leaders in South Asian countries have to be convinced of the potential benefits accruing from such cooperation. The Indian hegemonic attitude towards other South Asian states needs to be redirected into a more cooperative one ;"F Noshab
N Mushtaq";;Institute of Strategic Studies, Islamabad, Pakistan;eldis;01/01/2001;en;territory;;;"IND;NPL;PAK;BGD;034";;http://www.eldis.org/document/A10969;http://www.issi.org.pk/journal/2001_files/no_3/article/4a.htm;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.issi.org.pk%2Fjournal%2F2001_files%2Fno_3%2Farticle%2F4a.htm;;;;"Agricultural biodiversity and natural resource management;Water management and irrigation;water sharing;Bangladesh;Nepal;Agriculture and food;river basin;Ganges;Bi-lateral agreements on water"
