Artikel;Issue;ID;Title;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Overarching Categories;Themes;Resource types;Geographical focus;Link to the original website;Link to the publication;Thumbnail;License;ISSN
4;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:4;Mise en pratique du droit à une alimentation adéquate - concepts et leçons;"Les Directives volontaires adoptées en 2004 à l'appui de la concrétisation progressive du droit à l'alimentation ont eu le grand mérite de faire figurer ce dernier en bonne place à l'ordre du jour de la politique internationale du développement. Pour éviter tout décalage entre la théorie et la pratique, il faut que les gouvernements, les organisations de développement et les bailleurs de fonds concertent leurs efforts pour mettre ces directives en oeuvre et accélérer la concrétisation du droit à l'alimentation au niveau national.
";"Prof. Dr Hartwig de Haen; Dr Julian Thomas
";;DLG-Verlag;Rural21;2006/06;Français;"development agencies; sustainable development; food security";;"Land & Food Security; Land Stakeholders & Institutions";Journal Articles & Books;Global;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_Mise_en_pratique..._0206.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
5;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:5;L'union fait-elle la force - Le droit à l'alimentation et les stratégies de lutte contre la pauvreté;"Les stratégies de lutte contre la pauvreté génèrent des attentes aussi grandes que les espoirs suscités par les « Directives volontaires à l'appui de la concrétisation progressive du droit à l'alimentation ». La question est souvent posée de savoir s'il est possible d'intégrer le droit à l'alimentation dans l'instrument désormais établi que constituent les stratégies de lutte contre la pauvreté. Le présent article analyse dans quelle mesure il est possible de concilier les deux approches afin de contribuer de manière significative à la réduction de la faim.
";Dr. Hans-Joachim Preuss;;DLG-Verlag;Rural21;2006/06;Français;"development agencies; sustainable development; food security; poverty";;"Land & Food Security; Land Stakeholders & Institutions";Journal Articles & Books;Global;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_L_union_fait-elle_la_force___0206.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
6;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:6;"Mise en oeuvre des Directives volontaires : enjeux et options
";"Après l'approbation unanime des Directives volontaires sur le droit à une alimentation adéquate par les États membres de la FAO et le vaste soutien de la société civile, la question se pose du « et après ». Pour examiner comment mettre ce nouvel outil en application, le gouvernement allemand, avec le soutien de la FAO et d'ONG allemandes, a organisé son quatrième atelier international sur les « politiques contre la faim » en été 2005 à Berlin
";Marc J. Cohen;International Food Policy Research Institute;DLG-Verlag;Rural21;2006/06;Français;"development agencies; sustainable development; food security;";;"Land & Food Security; Land Stakeholders & Institutions";Journal Articles & Books;Global;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_Mise_en_oeuvre_des_Directives_volontaires_0206.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
7;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:7;"Les États fragiles du point de vue de la population rurale
";Les États fragiles constituent un des plus grands défis de notre époque. C'est la raison pour laquelle ils sont de plus en plus au c'ur des préoccupations de la politique internationale et de la coopération au développement, mais il semble à cet égard que l'aspect humain ne soit pas toujours suffisamment pris en compte dans les réflexions. La communauté internationale met en avant ses intérêts en matière de sécurité, alors que pour les habitants des États fragiles, il s'agit tout simplement de survivre et de rechercher des possibilités de développement pour eux-mêmes et leurs communautés.;"Dr. Armin K. Nolting; Dr. Roman Poeschke";GIZ;DLG-Verlag;Rural21;2006/06;Français;"development agencies; sustainable development; food security; land governance";;"Land & Food Security; Land Stakeholders & Institutions";Journal Articles & Books;Global;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_Les_Etats_fragiles..._0206.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
8;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:8;Pourquoi les États se désintègrent-ils et comment expliquer le phénomène ?;"La notion d'effondrement de l'État s'est propagée à une rapidité fulgurante ces dernières années. C'est généralement aux changements intervenant dans le contexte de la mondialisation que l'on attribue cette perte de contrôle et de légitimité de l'État. La notoriété dont jouit cette notion peut cependant faire oublier que le phénomène d'État défaillant n'est pas nouveau et qu'il
existe bel et bien depuis la répartition du monde en États nationaux. Par ailleurs, s'il n'est guère possible de brosser un tableau homogène de la faillite des États, certains déficits fonctionnels, institutionnels et territoriaux permettent
néanmoins de caractériser cette situation.";Dr. Conrad Schetter;;DLG-Verlag;Rural21;2006/06;Français;"development agencies; sustainable development; food security; land governance; land conflicts";;"Land & Food Security; Land Stakeholders & Institutions; Land Conflicts";Journal Articles & Books;Global;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_Pourquoi_les_Etats_se_desintegrent-ils..._0206.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
9;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:9;"Exemple de pays I: 
Afghanistan - Un État en profonde mutation
";"Jusqu'en 1978, l'État afghan était faible mais stable. En revanche, il avait
toujours été accompagné par un ordre rural solide. L'effondrement ne se produisit que lorsque eut lieu une tentative d'édification d'un État fort sans consultation de la population rurale, sur la base d'idéologies étrangères et sous l'influence de l'armée. Même si l'État central a parfois fait défaut, de nombreuses institutions publiques ont démontré une surprenante capacité de survie dans les provinces, au point que de larges pans de la population avaient
clairement conscience de l'existence de l'État.";Dr Bernt Glatzer;;DLG-Verlag;Rural21;2006/06;Français;"land governance; land conflicts; rural development; rural population";"Land Policy & Legislation; Access to Land & Tenure Security";"Land Conflicts; Land Stakeholders & Institutions";Journal Articles & Books;Afghanistan;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_Afghanistan_0206_01.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
10;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:10;"Exemple de pays II: 
La Somalie - Un pays sans État central et néanmoins fonctionnel";"La Somalie est l'exemple d'un pays moderne dans lequel l'État central n'existe plus depuis de longues années. Bien qu'elle soit souvent décrite comme étant un pays chaotique et anarchique, une nouvelle forme d'organisation sociale s'y est mise en place depuis longtemps. Il semble même qu'un grand nombre de
personnes s'accommodent bien de cette absence d'un État central.";"Jutta Bakonyi; Dr Ahmed Abdullahi
";GIZ;DLG-Verlag;Rural21;2006/06;Français;"land governance; land conflicts; rural development; rural population";"Land Policy & Legislation; Access to Land & Tenure Security";"Land Conflicts; Land Stakeholders & Institutions";Journal Articles & Books;Somalia;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_La_Somalie_0206.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
11;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:11;"Exemple de pays III: 
Sierra Leone - Un État en renouveau";"Après dix ans de guerre civile marquée par de graves violations des droits de l'Homme et des atrocités, en particulier sur les femmes et les enfants, la Sierra Leone était considérée comme un « État failli ». Il a fallu une intervention massive de forces armées sous mandat de l'ONU pour mener la démobilisation à bonne fin en 2002 et rétablir la paix. Les organes de l'État ont commencé à réassumer leurs fonctions et l'économie redémarre. Pourtant le pays restenstable, et les structures administratives sont fragiles. En quoi la coopération au développement peutelle contribuer à la stabilisation du pays ?
";Dr. Nicole Rudner;;DLG-Verlag;Rural21;2006/06;Français;"land governance; land conflicts; rural development; rural population; development agencies";"Land Policy & Legislation; Access to Land & Tenure Security";"Land Conflicts; Land Stakeholders & Institutions";Journal Articles & Books;Sierra Leone;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_Sierra_Leone_0206_01.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
12;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:12;États fragiles: que nous apprennent les exemples de pays?;"Afghanistan, Sierra Leone et Somalie : ces trois pays sont des États fragiles ayant des antécédents différents. L'auteur de cet article analyse ces exemples afin d'identifier les causes de leur situation, par exemple le rôle des identités ethniques, la revendication du pouvoir par des clans et d'autres groupes sousétatiques ou l'insuffisance de la représentation de la société au sein des gouvernements. Il estime que le plus grand danger pour un État est la violence qui peut rapidement déstabiliser un État faible et le précipiter dans le chaos.
";Dr. Jochen Hippler;;DLG-Verlag;Rural21;2006/06;Français;"land governance; land conflicts; rural development; rural population; development agencies";"Land Policy & Legislation; Access to Land & Tenure Security";"Land Conflicts; Land Stakeholders & Institutions";Journal Articles & Books;"Afghanistan; Sierra Leone; Somalia";http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_Etats_fragiles__que_nous_apprennent..._0206.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
13;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:13;Aide extérieure pour venir à bout de structures fragiles: Que peut faire la politique du développement?;"La politique du développement doit s'intéresser à toutes les dimensions de la fragilité des structures dans les pays en développement, lesquelles peuvent aller de carences individuelles, comme par exemple en matière de garantie de la sécurité, à l'effondrement des structures de l'État. Si le champ d'action qui s'ouvre à la politique du développement et aux autres acteurs externes est toujours restreint, il existe souvent des angles d'approche permettant d'atteindre une stabilité relative et de résoudre les problèmes liés à la faiblesse des structures de l'État.
";Dr. Stephan Klingebiel;;DLG-Verlag;Rural21;2006/06;Français;"land governance; land conflicts; rural development; rural population; development agencies; sustainable development";"Land Policy & Legislation; Access to Land & Tenure Security";"Land Conflicts; Land Stakeholders & Institutions";Journal Articles & Books;Global;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_Que_peut_faire_la_politique..._0206.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
14;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:14;"La transition urbaine : enjeux et opportunités
";L'urbanisation et la transformation économique, c'est-àdire la croissance des secteurs non agricoles, industriels et tertiaires, offrent de nombreuses possibilités d'améliorer les conditions d'existence des pauvres. Le défi essentiel consiste à s'assurer que la population bénéficie plus d'un milieu offrant un cadre favorable à l'évolution des moyens de subsistance et des systèmes économiques. Mais trop souvent, on constate une incapacité à reconnaître et gérer la transition urbaine, ce qui se traduit par une urbanisation permanente de la pauvreté, de la vulnérabilité et de l'exclusion.;"Jane Hobson; Rachel Phillipson
";UK Department for International Development;DLG-Verlag;Rural21;2006/06;Français;"sustainable development; urbanization; rural population; urban population; land policies; land governance";Land Policy & Legislation;Urban Tenure;Journal Articles & Books;Global;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_La_transition_urbaine..._0206.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
15;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:15;Les liens entre prospérité urbaine et rurale dans les pays à revenus faibles à moyens;"Les villes tirent profit de la prospérité de l'agriculture
Bien qu'on ait souvent tendance à opposer développement « urbain » et développement « rural » l'agriculture est la base économique indispensable à de nombreux centres urbains. Un des meilleurs moyens de savoir si le développement rural est efficace consiste à voir si les centres urbains locaux sont florissants - dans la mesure où l'accroissement de la production agricole tire parti des marchés et des services aux producteurs, et où l'augmentation réelle des revenus se traduit par une demande accrue des biens et services vendus et fournis par des entreprises urbaines.";"David Satterthwaite; Cecilia Tacoli";International Institute for Environment and Development;DLG-Verlag;Rural21;2006/06;Français;"sustainable development; urbanization; rural population; urban population; land policies; land governance; land development (urbanization)";Land Use, Management & Investment;Urban Tenure;Journal Articles & Books;Global;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_Les_liens_entre_prosperite_urbaine_et_rurale..._0206.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
16;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:16;"Liens entre milieu rural et milieu urbain, migration saisonnière et réduction de la pauvreté en Asie. Le rôle de la migration circulaire dans la croissance économique.
";Le caractère « plurilocal » des systèmes de subsistance ruraux est nettement plus prononcé qu'on ne le pense souvent, de nombreuses personnes du milieu rural passant une partie de l'année hors de leur village dans des emplois non agricoles. Contrairement à une théorie déjà ancienne, la migration circulaire (ou saisonnière) dans un même pays ou entre pays voisins est maintenant reconnue comme le type de migration des pauvres. Cela n'est nulle part plus évident qu'en Asie.;Priya Deshingkar;Overseas Development Institute;DLG-Verlag;Rural21;2006/06;Français;"sustainable development;  rural population; land policies; land governance; land development (urbanization); farmers";Land Use, Management & Investment;;Journal Articles & Books;Asia;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_Le_role_de_la_migration_circulaire..._0206.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
17;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:17;Ville - campagne : une relation en pleine mutation;"
La relation entre la ville et les zones rurales s'est radicalement transformée au cours des dernières années. Une délimitation franche n'est plus guère possible aujourd'hui et c'est le continuum des zones à vocation agricole, des banlieues, des zones d'habitat spontané et des centres urbains qui modèle le paysage. Mais les pays et la coopération au développement disposent-ils des instruments nécessaires pour promouvoir un développement dynamique et équilibré entre la ville et le milieu rural et pour entrouvrir des perspectives aux populations qui y vivent ?
";"Angelika Hutter; Dr. Rainer Neidhardt";GIZ;DLG-Verlag;Rural21;2006/06;Français;"sustainable development; urbanization; rural population; urban population; land policies; land governance; land development (urbanization)";Land Use, Management & Investment;Urban Tenure;Journal Articles & Books;Global;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_Ville___campagne_0206.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
18;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:18;"Technologies de l'information et de la communication : Une voix pour les jeunes des pays ACP
";Pour la première fois dans l'histoire du développement rural, il est possible de créer une infrastructure qui réduit de façon significative l'isolement de ceux qui vivent en milieu rural. Les TIC peuvent accélérer les échanges de connaissances entre centres urbains et communautés rurales. Les expériences réalisées dans les pays ACP confirment que les TIC peuvent jouer un rôle stratégique en tablissant un lien entre les jeunes vivant en milieu rural et les réalités en évolution constante de la vie moderne.;"Judith Ann Francis; Dr Ibrahim Khadar";Technical Centre for Agricultural and Rural Co-operation ACP-EU;DLG-Verlag;Rural21;2006/06;Français;"rural development; rural areas; rural population";Land Use, Management & Investment;;Journal Articles & Books;Global;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_Technologies_de_l_information..._0206.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
19;Directives Volontaires sur le Droit à l'Alimentation;Rural21-Vol:13-Nr:2/2006-Article:19;"Liens entre milieu rural et milieu urbain en pratique. Promotion des chaînes de valorisation de l'agriculture
";"Les chaînes de valorisation de l'agriculture assurent le lien entre la consommation urbaine et la production rurale. La transformation de la demande, qui est une conséquence de l'urbanisation, l'émergence de types de consommation « modernes » ou de nouvelles tendances du commerce
international, ont une incidence sur les chaînes de valorisation des zones rurales et sur les systèmes de commercialisation et de production. Ces liens entre milieu rural et milieu urbain sont autant de défis à relever pour les producteurs et les consommateurs.";"Heike Höffler; Gladys Maingi";;DLG-Verlag;Rural21;2006/06;Français;"rural development; rural areas; rural population; agriculture";Land Use, Management & Investment;;Journal Articles & Books;Global;http://www.rural21.com/francais/archive-2005-2011/archive2006-02fr/;http://www.rural21.com/fileadmin/_migrated/content_uploads/ELR_Promotion_des_chaines_de_valorisation..._0206.pdf;private://feeds/Rural21_2006-02_en.jpg;All rights reserved;1866-0002
