ID;Title;Description;Acronym;Image;Geographical focus;Related concepts;Themes;Start date;End date;Budget Currency;Budget value;Budget value USD;website;Contact info;Staff;Donors;Implementers;Data provider
"MOD:325";"Support for National Land Policy Programme (PNF)";"";"";"";"MDG";"land governance;land law;legal empowerment";"";"2009-01-31";"2013-01-31";"USD";"2650000";"2650000";"";"";"";"Agence Française de Développement";"";"Global Donor Platform for Rural Development"
"MOD:975";"Securing Access to Land for the Rural Poor with the International Land Coalition (ILC)";"The overall goal of the grant is to enable smallholder and marginalized farmers, especially women, to achieve secure and equitable access to land. The programme’s objectives are aligned with the pillars of the 2011-2015 ILC Strategic Framework: (i) influence the formulation and implementation of national land policy for the benefit of poor rural women and men; (ii) influence global and regional land-related processes and systems in favour of pro-poor land policies and governance; and (iii) build a leading knowledge network on land governance, contributing to substantive improvements in the monitoring, sharing and uptake of land-related knowledge.";"";"";"";"customary law;customary tenure;fisheries;forest land;land access;land acquisitions;land administration;land distribution;land governance;land law;land markets;land ownership;land policies;land reform;land rights;land tenure;land tenure systems;land transfers;land use planning;public ownership;security of tenure (land);state property;title deed";"Land & Investments;Forest Tenure";"2013-02-28";"2015-03-31";"USD";"15390000";"15390000";"";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"International Land Coalition";"Global Donor Platform for Rural Development"
"MOD:974";"Pro-poor Resource Governance under Changing Climates";"Given the focus of the research project in understanding how climate change aggravates the vulnerability of poor rural people, the main objective of the research was to identify the fundamental social and environmental causes that put poor rural people in a vulnerable position with view to climate change and to identify their strategies of resilience.

Under the umbrella of a common analytical framework, IFAD and the Institute for Advanced Sustainability Studies (IASS) collaborated with local civil society organisations involved in establishing and maintaining resource governance regimes contributing to pro-poor adaptation. Target groups explicitly included women groups and in many cases women were the main group concerned, both as subjects in the research and in the knowledge sharing activities.";"";"";"BFA;BGD;ECU;BOL;IND;BRA";"climate change;eviction;indigenous land rights;indigenous peoples;land governance;land law;land rights;women";"Land & Gender;Land, Climate Change & Environment;Indigenous & Community Land Rights";"2012-03-31";"2013-09-30";"USD";"400000";"400000";"";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"Institute for Advanced Sustainability Studies";"Global Donor Platform for Rural Development"
"MOD:977";"Livestock and Pasture Development Project - I";"The project aims at increasing the nutritional status and incomes of targeted households by sustainably enhancing livestock productivity. In particular, the project will focus on: Institutional development, Livestock and pasture development. It works in selected districts of the Khatlon Oblast benefiting some 22,400 poor households from 100 villages, and targets smallholder livestock farmers, private veterinary service providers and small-scale entrepreneurs with the potential to provide services to smallholder farmers, woman-headed households and women belonging to poor households.

Land and natural resource governance related interventions focus on Pasture management and aim at establishing and strengthening Pasture User Associations (PUAs) and at developing Community Livestock and Pasture Development Plans (CLPDPs) to collect and analyse the information on land balance to ensure access to the legal pastureland use rights and to transfer legal rights for all types of pastures to the PUAs for at least 10 years.";"";"";"TJK";"fisheries;forest land;land access;land governance;land law;land ownership;land rights;land tenure;public ownership;state property";"Forest Tenure";"2011-08-31";"2017-09-30";"USD";"1645000";"1645000";"http://operations.ifad.org/web/ifad/operations/country/project/tags/tajikistan/1575/project_overview";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"";"Global Donor Platform for Rural Development"
"MOD:976";"Support for the Formulation of Africa-wide, Pro-poor Land Policy Guidelines";"This large grant was given to the UN ECA to support the development of land policy framework and guidelines for Africa. With regard to this, it supports the regional assessments and consultations for the formulation, review and implementation of pro-poor land policies at national and regional level. The overarching goal was to ensure security of land rights, increased productivity, secured livelihoods and broad-based economic growth and sustainable development in Africa. The target group consisted of the key stakeholders at regional and national levels, particularly all Member States of the African Union (AU), representatives of the Regional Economic Commissions and representatives of civil society, including representatives of the rural poor and small-scale farmers. The ultimate beneficiaries were persons in the AU’s member states and above all, the rural poor who will benefit from pro-poor land policies that address their concerns and mitigate their problems concerning land issues.";"";"";"";"assessment;development;farmers;land;land policies;land rights;scale;sustainable development";"Socio-Economic & Institutional Context";"2009-04-30";"2011-06-30";"USD";"2300000";"2300000";"";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"United Nations Economic Commission for Africa";"Global Donor Platform for Rural Development"
"MOD:971";"North Eastern Region Community Resource Management Project for Uplands Areas (NERCORMP II)";"The project, built on the first phase, has the goal to improve the livelihood of vulnerable groups in a sustainable manner through improved management of their natural resource base. It aims to address the existing issues of inefficient government service mechanism in the livelihood sector and the absence of ideal development projects in the north-east region of India benefiting 23,000 households.

Land related activities describe the bottom-up model as the project emphasizes on active community participation in the planning and implementation processes. The formation of community building organisations are a key to implementation - Natural Resource Management Groups and Self Help Groups, predominantly of women members, are formed in the project villages for this purpose.";"";"";"IND";"customary law;customary tenure;fisheries;forest land;land access;land acquisitions;land administration;land dispute;land distribution;land governance;land law;land ownership;land policies;land reform;land rights;land tenure;land tenure systems;land transfers;public ownership;security of tenure (land);state property;title deed";"Land Conflicts;Forest Tenure";"1997-04-30";"2016-09-30";"USD";"1200000";"1200000";"http://www.necorps.org/";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"Government of India";"Global Donor Platform for Rural Development"
"MOD:970";"Badia Rangelands Development Project";"The goal of the project was to restore the production of rangelands to its optimal potential; to seek a balance in development to address most existing constraints related to social aspects and necessary infrastructure; to give attention to the security of land tenure and the social fabric; and to organize beneficiaries in cooperatives or other groupings to be effectively used as delivery channels for project activities.

On land and natural resource governance, the project constituted the first attempt in Syria to apply the participatory approach for the development and management of ancestral, communally used rangeland resources, supporting communities and groups sharing well defined grazing rights.";"";"";"SYR";"development;grazing;land;land tenure;rangelands";"Rangelands, Drylands & Pastoralism";"1998-12-31";"2010-12-31";"USD";"525000";"525000";"http://operations.ifad.org/web/ifad/operations/country/project/tags//1073/project_overview";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"Government of Syrian Arab Republic";"Global Donor Platform for Rural Development"
"MOD:973";"Understanding changing land issues for poor rural people in sub-Saharan Africa";"The grant provides support to improve the understanding of changing land access and use by poor rural people in sub-Saharan Africa and to use that understanding for improved design, implementation and impact of development policies, programmes and projects.

Land related activities include the analysis of the ""macro"" trends that are driving change in local land access and use; the analysis of field-level changes and of their implications for rural livelihoods and societies and the development of, and engagement on, well-targeted knowledge products from the analysis.";"";"";"MOZ;UGA;GHA;SEN";"climate change;land access;land acquisitions;land consolidation;land governance;land law;land markets;land transfers";"Land & Investments;Land, Climate Change & Environment";"2014-04-30";"2016-09-30";"USD";"325000";"325000";"";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"International Institute for Environment and Development";"Global Donor Platform for Rural Development"
"MOD:972";"Reconstruction and Rural Modernization Project (PREMODER)";"The project intended to assist the Government of El Salvador to rebuild the region devastated by the earthquake of 2001, working on five departments (Ahuachapán, Chalatenango , La Libertad, Santa Ana and Sonsonate) located in the Western and Central regions benefiting 4,280 households. The departments of Santa Ana , Sonsonate and La Libertad were the most affected by the earthquakes. It had two main components: reconstruction of infrastructure -for which the program will provide reimbursable funds, and other building economic and social development of the less devastated communities, in order to create integrated development corridors between the two zones.

It is stated that the economic recovery of the project beneficiaries (after Hurricane Mitch and two violent earthquakes in 2001) had led to an increase in land ownership by 13.6%.  The project facilitated access to land mainly through providing information and advice in the process of legalization, the main forms of access to land were: i) purchase (36%), the ""comodato"" (29.3%) and temporary authorization of usufruct (23%).";"";"";"SLV";"development;land;land ownership;usufruct";"";"2002-12-31";"2011-12-31";"USD";"800000";"800000";"http://operations.ifad.org/web/ifad/operations/country/project/tags/el_salvador/1215/project_overview";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"Government of El Salvador";"Global Donor Platform for Rural Development"
"MOD:492";"Rural land policy support project";"This project finance the activities of the French technical committee on ""land tenure and development"":
1/ Supporting and promoting new knowledge on land governance
2/Guiding policy choices and contributing to international debates
3/ Supporting land policy actors";"";"";"";"compensation;customary law;customary tenure;eminent domain;eviction;expropriation;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land acquisitions;land administration;land allocation;land consolidation;land dispute;land dispute resolution;land distribution;land governance;land investments;land law;land markets;land ownership;land policies;land reform;land rights;land tenure;land tenure systems;land transfers;land use planning;public ownership;security of tenure (land);state property;title deed;women";"Land Conflicts;Land & Investments;Forest Tenure;Indigenous & Community Land Rights;Land & Gender";"2007-01-31";"2018-09-30";"USD";"3000000";"3000000";"http://www.foncier-developpement.fr/";"Vatché Papazian, AFD <papazianv@afd.fr>";"";"Agence Française de Développement";"Groupe de Recherches et d'Echanges Technologiques";"Global Donor Platform for Rural Development"
"MOD:500";"Strategic Partnership to strengthen local Governance in land and water management";"";"";"";"PHL";"land;water management";"";"2010-03-31";"2014-03-31";"USD";"520000";"520000";"";"";"";"Belgian Development Agency";"Conseil Interuniversitaire de la Communauté Française de Belgique";"Global Donor Platform for Rural Development"
"MOD:501";"Collaborative Action on Land Issues - CALI III Niger";"L’objectif global de la proposition : « contribuer à une mise en application efficace de la réforme foncière (notamment les textes du Code Rural sur le Pastoralisme) favorisant un accès équitable des producteurs ruraux à la terre et aux ressources productives ».";"";"";"NER";"land";"";"2013-04-30";"2014-09-30";"USD";"320000";"320000";"";"Thomas Hiergens, DGD <Thomas.Hiergens@diplobel.fed.be>";"";"Belgian Development Agency";"International Fund for Agricultural Development (IFAD)";"Global Donor Platform for Rural Development"
"MOD:502";"Water & sediment budgets of Lake Tana for optimisation of land management and water allocation";"The overall developmental objective of the project is to contribute to sustainable management of land and water resources in Lake Tana basin. The project will provide scientific evidence and raise awareness about water and sediment problems associated to the lake and show alternative options to minimize these probÂ¬lems and bring sustained use of the land resources and lake. Academically, this project will strengthen the capacity of BDU, BWR and EPLAUA staff";"";"";"ETH";"development;land;land management";"";"2010-01-31";"2015-01-31";"USD";"410000";"410000";"";"";"";"Belgian Development Agency";"Flemish Interuniversity Council";"Global Donor Platform for Rural Development"
"MOD:503";"Eastern Selous community wildlife & natural resources management project";"";"";"";"TZA";"natural resources management";"";"2004-06-30";"2013-06-30";"USD";"1960000";"1960000";"";"";"";"Belgian Development Agency";"Belgian Development Agency";"Global Donor Platform for Rural Development"
"MOD:504";"Sustainable Management of Marginal Drylands - SUMAMAD-II";"";"";"";"BFA;TUN;EGY;CHN;SYR;JOR;BOL;UZB;IRN;IND;PAK";"land";"";"2009-01-31";"2014-01-31";"USD";"2000000";"2000000";"";"";"";"Belgian Development Agency";"United Nations Educational Scientific and Cultural Organization";"Global Donor Platform for Rural Development"
"MOD:505";"Kilombero and Lower Rufiji Wetlands Ecosystem Management Project";"";"";"";"TZA";"land";"";"2012-05-31";"2016-04-30";"USD";"3000000";"3000000";"";"";"";"Belgian Development Agency";"Belgian Development Agency";"Global Donor Platform for Rural Development"
"MOD:506";"LANDac Land Forum";"With the LANDac Land Forum we aim to discuss in a multi-stakeholder platform under what conditions foreign and domestic agribusiness can contribute to food security and inclusive and sustainable development in Africa, Asia and Latin America. We invite a small selection of policy makers, civil society representatives, researchers and private sector stakeholders for three Forums (to be held in 2013, 2014 and 2015) during which they address this issue based on their own experiences on the ground. ";"";"";"MOZ;ZAF;UGA;IDN;NLD;ETH;BRA";"land access;land acquisitions;land governance;land investments;land law;land markets;land ownership;land tenure;land transfers;research";"Land & Investments";"2013-06-30";"2016-06-30";"USD";"372000";"372000";"http://landgovernance.org";"Gemma Betsema, LANDac, +31655787023 <g.betsema@uu.nl>";"";"Ministry of Foreign Affairs of the Netherlands";"LANDac";"Global Donor Platform for Rural Development"
"MOD:507";"Support to the Global Land Tool Network (GLTN)";"Support to the five year Strategic Plan of the Global Land Tool Network (GLTN) with the aim to support capacity of GLTN partners to help carry out land specific 'roadmaps' to stimulate land governance as described in the CFS Voluntary Guidelines; to encourage that Dutch GLTN partners are involved in the development of modern and low-cost instruments for better land governance; to underline the importance of the CFS Voluntary Guidelines and its adoption through a multi-stakeholder network like GLTN.";"";"";"";"land access;land administration;land governance;land law;land ownership;land tenure;land tenure systems;legal empowerment;research;security of tenure (land);title deed";"";"2013-06-30";"2018-06-30";"USD";"22000000";"22000000";"http://www.gltn.net";"GLTN Secretariat, Global Land Tool Network, +254 207623858 <gltn@unhabitat.org>";"";"Ministry of Foreign Affairs of the Netherlands";"Global Land Tool Network";"Global Donor Platform for Rural Development"
"MOD:508";"Integrated Rural Development in Poverty Regions of Laos (II)";"Capacity building for districts and communities, participatory, sustainable and poverty-sensitive development.";"";"";"LAO";"land access;land acquisitions;land administration;land governance;land investments;land law;land tenure systems;land transfers;security of tenure (land);title deed";"Land & Investments";"2013-05-31";"2015-09-30";"USD";"5230000";"5230000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH";"Global Donor Platform for Rural Development"
"MOD:509";"Landmanagement and Rural Economic Development";"Implementation of cross-divisional strategies and actions for pro-poor rural development on national and regional level.  ";"";"";"LAO";"land governance;land law;land policies";"";"2011-11-30";"2014-10-31";"USD";"10230000";"10230000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"";"Global Donor Platform for Rural Development"
"MOD:491";"International Land Coalition";"";"";"";"TZA";"land";"";"2020-01-31";"2020-01-31";"";"";"";"";"";"";"Belgian Development Agency";"";"Global Donor Platform for Rural Development"
"MOD:680";"Support for Country Level Implementation of the Voluntary Guidelines on the Responsible Governance of Tenure of Land, Fisheries and Forests (Component 1)";"This project is intended to form part of the overall support programme specifically envisaged to provide targeted support for the implementation of the Voluntary Guidelines on the Responsible Governance of Tenure of Land, Fisheries and Forests in the Context of National Food Security (Voluntary Guidelines) at country level over a period of 30 months. Relevant components under this proposal focus on i) building awareness and supporting the development of multi-stakeholder national forums in selected countries.

Component 1, which focuses on Liberia, Mongolia and Sierra Leone will focus on delivering country level workshops for a total of USD 300.000 to raise awareness on the Voluntary Guidelines, increasing the ability of governments and citizens to understand and administer tenure rights and the processes involved in providing access to and transferring such rights, supporting multi-stakeholder national forums and the development of plans for mainstreaming the Voluntary Guidelines in participating countries.";"";"";"SLE;LBR;MNG";"climate change;compensation;customary law;customary tenure;eminent domain;eviction;expropriation;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land acquisitions;land administration;land allocation;land conflicts;land consolidation;land dispute;land dispute resolution;land distribution;land governance;land investments;land law;land markets;land ownership;land policies;land reform;land rights;land tenure;land tenure systems;land transfers;land use planning;land valuation;legal empowerment;natural disasters;public ownership;research;security of tenure (land);state property;title deed;women";"Land Conflicts;Land & Gender;Land in Post-Conflict Settings;Land, Climate Change & Environment;Land & Investments;Forest Tenure;Indigenous & Community Land Rights";"2014-02-28";"2016-08-31";"USD";"300000";"300000";"http://www.fao.org/nr/tenure/en/";"Francesca Romano, Francesca.Romano@fao.org, +39 0657054987 <Andrew.Hilton@fao.org>";"";"German Federal Ministry for Economic Cooperation and Development;Food and Agriculture Organization of the United Nations (FAO)";"";"Global Donor Platform for Rural Development"
"MOD:378";"Strenghthening of the planning and management skills of local basis groups to support the sustainable cultivation of natural res";"Local agreements for sustainable management of natural resources are reached in a participatory manner and implemented accordingly";"";"";"TCD";"eviction;indigenous land rights;indigenous peoples;land governance;land law;land policies;land rights;women";"Land & Gender;Indigenous & Community Land Rights";"2006-01-31";"2014-01-31";"";"";"";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"";"Global Donor Platform for Rural Development"
"MOD:232";"Land Administration Project II";"The project aims to consolidate and strengthen land administration and management systems for efficient and transparent land services delivery. 

The project will focus on: (i) Strengthening the Policy, Legal and Regulatory Framework for Land Administration by providing a platform for continued work on the legal and regulatory framework governing land administration and land use; (ii) Decentralizing and Improving Business and Service Delivery Processes, to improve transparency and reduce the time and cost involved in delivery of services such as deed and title registration and other services provided by the land sector agencies, and (iii) Improving Maps and Spatial Data Information for Land Administration, by providing up to date maps and other spatial products and developing the infrastructure for collecting and sharing data and information to be used as inputs directly or indirectly in land administration.";"";"";"GHA";"land administration;land dispute;land dispute resolution;land governance;land law;land policies;land tenure systems;land use planning;legal empowerment;security of tenure (land);title deed";"Land Conflicts";"2011-03-31";"2018-03-31";"USD";"50000000";"50000000";"http://projects.worldbank.org/P120636/land-administration-project-2?lang=en";"Victoria Stanley, The World Bank <vstanley@worldbank.org>";"";"World Bank Group";"";"Global Donor Platform for Rural Development"
"MOD:231";"Ghana Commercial Agriculture";"The project objective is to increase access to land, private sector finance, input and output markets by smallholder farms from private-public partnerships in commercial agriculture in Accra Plains and SADA zone. 

On land, the project will support the allocation of State and Customary land for Agribusiness and smallholders. Related activities include: establishing a mechanism for matching interested communities with available land to interested investors (State land acquisition will not be supported under the project); supporting the development of a ‘model lease agreement'; developing land rights/land use inventory to carefully ascertain the existing rights in a proposed area; addressing legal ambiguities or disputes affecting targeted land.";"";"";"GHA";"land access;land acquisitions;land administration;land dispute;land dispute resolution;land governance;land investments;land law;land markets;land ownership;land policies;land tenure;land tenure systems;land transfers;legal empowerment;security of tenure (land)";"Land Conflicts;Land & Investments";"2012-03-31";"2019-09-30";"USD";"3000000";"3000000";"http://projects.worldbank.org/P114264/ghana-commercial-agriculture?lang=en";"Johannes Georges Pius Jansen, World Bank <jjansen@worldbank.org>";"";"World Bank Group";"";"Global Donor Platform for Rural Development"
"MOD:481";"Private and Decentralised Forestry in Kosovo";"The project's main aim is to support private and decentralised forestry development in Kosovo and, for relevant issues, also at regional level. The Dutch organisation SNV will implement the programme by providing advisory services and working closely with the actors involved in private and decentralised forestry.";"";"";"XKX";"development;forestry";"Forest Tenure";"2009-01-31";"2014-01-31";"USD";"5510000";"5510000";"";"";"";"Swedish International Development Cooperation Agency (SIDA)";"";"Global Donor Platform for Rural Development"
"MOD:480";"The Multi Donor Trust Fund (MDTF) for Cooperation on International Waters for Africa (CIWA)";"Four main result areas: i) strengthened regional cooperation and integration, ii) strengthened water resources management, iii) strengthened water resources development, and iv) strengthened stakeholder engagement and coordination.";"";"";"";"eviction;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land governance;land law;land ownership;land rights;land tenure;public ownership;state property;women";"Land & Gender;Forest Tenure;Indigenous & Community Land Rights";"2012-01-31";"2017-01-31";"USD";"27200000";"27200000";"";"";"";"Swedish International Development Cooperation Agency (SIDA)";"Swedish International Development Cooperation Agency (SIDA)";"Global Donor Platform for Rural Development"
"MOD:482";"Municipal Spatial Planning Project , Kosovo, phase III";"Development of municipal development plans, capacity building of planners and other staff through training-on-the-job. Support to pilot investments to realize some prioritised activities (50% cost sharing). Smaller component, capacity building of the national ministry and the spatial planning institute.";"";"";"XKX";"land access;land acquisitions;land administration;land governance;land law;land markets;land tenure systems;land transfers;land use planning;legal empowerment;security of tenure (land)";"Land & Investments";"2011-01-31";"2015-01-31";"USD";"4800000";"4800000";"";"";"";"Swedish International Development Cooperation Agency (SIDA)";"";"Global Donor Platform for Rural Development"
"MOD:339";"Waste Management Project in the cities of Cape Haiti and Gonarves";"";"";"";"HTI";"eviction;indigenous land rights;indigenous peoples;land administration;land governance;land law;land markets;land rights;land tenure systems;legal empowerment;security of tenure (land);title deed;women";"Land & Investments;Indigenous & Community Land Rights;Land & Gender";"2010-01-31";"2015-01-31";"";"";"";"";"";"";"Agence Française de Développement";"";"Global Donor Platform for Rural Development"
"MOD:338";"Project for environment and urban development";"";"";"";"HTI";"development;environment";"Land, Climate Change & Environment";"2007-01-31";"2012-01-31";"";"";"";"";"";"";"Agence Française de Développement";"";"Global Donor Platform for Rural Development"
"MOD:337";"Integrated program to improve informal settlements in Medellin";"";"";"";"COL";"compensation;eminent domain;expropriation;land access;land acquisitions;land governance;land law;land ownership;land policies;land tenure;land transfers;legal empowerment;natural disasters";"Land, Climate Change & Environment";"2011-01-31";"2015-01-31";"";"";"";"";"";"";"Agence Française de Développement";"";"Global Donor Platform for Rural Development"
"MOD:488";"Regional sustainable Development (Proyecto de Ordenamiento Territorial y Desarrollo Sostenible en Centroamerica)";"political consulting, capacity building for agencies responsible for sustainable land use planning and landmanagement";"";"";"HND;DOM;NIC;SLV;BLZ;GTM;CRI;PAN";"land administration;land dispute;land tenure systems;land use planning;security of tenure (land)";"Land Conflicts";"2011-10-31";"2014-12-31";"USD";"4200000";"4200000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"";"Global Donor Platform for Rural Development"
"MOD:335";"Projet de developpement touhstiques de Saint-Louis et sa region";"";"";"";"SEN";"";"";"2011-01-31";"2013-01-31";"";"";"";"";"";"";"Agence Française de Développement";"";"Global Donor Platform for Rural Development"
"MOD:334";"Project to support rural communities in rural Senegal Valley";"";"";"";"SEN";"";"";"2008-01-31";"2012-01-31";"";"";"";"";"";"";"Agence Française de Développement";"";"Global Donor Platform for Rural Development"
"MOD:1030";"Support to improved land governance in Niger";"Support the ""Réseau des Chambres d'Agriculture"" to promote:
- sustainable soil management
- inclusive land governance
- support pastoralism";"";"";"";"climate change;land access;land acquisitions;land conflicts;land governance;land investments;land law;land ownership;land tenure;land transfers";"Land Conflicts;Land & Investments;Land in Post-Conflict Settings;Land, Climate Change & Environment";"2015-09-30";"2016-09-30";"USD";"200000";"200000";"";"";"";"Agence Française de Développement";"Expertise France";"Global Donor Platform for Rural Development"
"MOD:725";"Commercialisation of land - Implications for land rights and livelihoods in the SADC Region";"The project supports policy-makers and civil society organizations in the SADC Region evidence-based information for policy-decision-making in order to promote good land governance and to protect people from dispossession. In the framework of the project, land deals are analyzed and their impacts on livelihoods assessed. This is combined with capacity development and empowerment to inform the different stakeholders and to make evidence-based decisions.";"";"";"";"customary law;customary tenure;fisheries;forest land;land access;land acquisitions;land governance;land investments;land law;land markets;land ownership;land policies;land rights;land tenure;land tenure systems;land transfers;public ownership;state property";"Land & Investments;Forest Tenure";"2012-01-31";"2014-12-31";"USD";"791366";"791366";"";"";"";"Austrian Development Agency";"Institute for Poverty, Land and Agrarian Studies";"Global Donor Platform for Rural Development"
"MOD:331";"Public Planning Holding AI Omrane (HAO)";"";"";"";"MAR";"";"";"2009-01-31";"2012-01-31";"";"";"";"";"";"";"Agence Française de Développement";"";"Global Donor Platform for Rural Development"
"MOD:727";"Regional development programme Boucle de Mouhoun";"The regional programme promotes a participative approach and aims to empower local communities to ensure full ownership of their development. It supports initiatives by local communities in respect to capacity development, natural resource management, agriculture, livestock and forestry production and marketing as well as handicrafts. Land management is supperted in order to provide sustainable access to land as well as mitigate possible conflicts over land.";"";"";"BFA";"fisheries;forest land;land administration;land conflicts;land governance;land law;land policies;land rights;land tenure systems;land use planning;public ownership;security of tenure (land);state property;title deed";"Land Conflicts;Land in Post-Conflict Settings;Forest Tenure";"2013-12-31";"2016-12-31";"USD";"395683";"395683";"";"";"";"Austrian Development Agency";"Government of Burkina Faso";"Global Donor Platform for Rural Development"
"MOD:1203";"Biodiversity and Protected Areas Program - LifeWeb 2";"Strengthening the technical, political and financial capacities of the National Wildlife Sanctuary System in Colombia.";"";"";"COL";"customary law;customary tenure;land access;land acquisitions;land administration;land governance;land law;land markets;land rights;land tenure systems;land transfers;security of tenure (land);title deed";"Land & Investments";"2017-10-31";"2022-06-30";"USD";"2460000";"2460000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1202";"Protection of the biodiversity Sierra Madre Oriental and Golfo de Mexico II (Investments & Fund)";"The FC project plans to strengthen ten terrestrial and two marine reserves as well as an eco-corridor (Corredor Ecológico Sierra Madre Oriental - CESMO) by investing in infrastructure, equipment and institutional capacities.";"";"";"MEX";"customary law;customary tenure;fisheries;forest land;land access;land acquisitions;land administration;land dispute;land dispute resolution;land governance;land law;land markets;land rights;land tenure systems;land transfers;public ownership;security of tenure (land);state property";"Land Conflicts;Land & Investments;Forest Tenure";"2017-01-31";"2023-12-31";"USD";"1845000";"1845000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1201";"Park management";"One focus of investments is the restricted area national park, which also includes a marine part. Furthermore, development measures and additional components will be implemented in the parks, resulting from the increased tourism and increasing wildlife pressure. In order to improve the quality of resource management in northern Namibia, the establishment of an ecological institute will be supported, which will carry out both ecological monitoring and ranger training. Overall, it is planned to support the Namibian Ministry of the Environment, by providing infrastructure, equipment and consulting services.";"";"";"NAM";"land governance;land law";"";"2017-12-31";"2020-01-31";"USD";"61000";"61000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1200";"Protection of biodiversity in coastal areas";"Financial cooperation has assisted the Mauritanian coastguard in fishing surveillance for many years. Funds from the financial cooperation project ""Fisheries Monitoring for Sustainable Resource Management"" will also finance investments in the PNBA, such as radar monitoring stations and the expansion of the protective fleet.";"";"";"MRT";"land governance;land law";"";"2016-10-31";"2020-01-31";"USD";"264000";"264000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1207";"SME fund for nature conservation-relevant private investments";"The objective of the measure is to conserve natural resources and protect biodiversity through the efficient and needs-based provision of capital for biodiversity-friendly, climate-friendly and resource-efficient forms of production in agriculture, forestry, fisheries and near-natural tourism.";"";"";"";"land administration;land governance;land law;land tenure systems;security of tenure (land);title deed";"";"2017-12-31";"2020-01-31";"USD";"3075000";"3075000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1206";"Rural development and agriculture";"The planned FC measure, as part of the joint development program ""Rural Development and Agriculture"", improves the connectivity of rural enterprises and households in the cotton, coffee and cocoa-growing regions with equipment and sales markets, thereby increasing their economic performance. Households' access to health and education services is also increasing.";"";"";"TGO";"land administration;land governance;land law;land tenure systems;land use planning;security of tenure (land)";"";"2016-12-31";"2022-05-31";"USD";"2019000";"2019000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1205";"Integrated Water Resources Management - Akhouryan River I (Project Phase 2)";"The goal of the first phase of the project is to make sustainable the use of the scarce resource water along the Akhouryan River, taking into account various competing interests. Consistent water availability (even in dry years), because of the new water storage system and its integration into a coordinated water management plan, should reduce the vulnerability of the target group and ecosystems to the effects of climate change. In addition, by addressing the needs of surrounding ecosystems (Lake Arpi National Park, Wetlands, River Ecology), management plans will contribute to the conservation and biodiversity in the region. Finally yet importantly, the rehabilitation and completion of the existing rudimentary dam reduces the risk of dam failure.";"";"";"ARM";"compensation;eminent domain;expropriation;land access;land acquisitions;land governance;land law;land ownership;land policies;land tenure;land transfers";"";"2017-12-31";"2026-12-31";"USD";"2276000";"2276000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1204";"Transnational Nature Reserves - Great Limpopo Park V & VI";"The FC contribution aims at the establishment of an efficient park management and at an economically as well as ecologically sustainable development of the Limpopo National Park (LNP). The objective is to create a stable environment for private investment in tourism.";"";"";"ZAF;MOZ;ZMB";"compensation;eminent domain;eviction;expropriation;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land acquisitions;land governance;land law;land markets;land ownership;land policies;land rights;land tenure;land transfers;legal empowerment;public ownership;state property;women";"Land & Investments;Forest Tenure;Indigenous & Community Land Rights;Land & Gender";"2017-07-31";"2022-06-30";"USD";"2091000";"2091000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
