Link to the original website;ID;Title;Publicaton date (YYYY/MM);Thumbnail;Authors;Abstract/Description;Link to the publication;Publishers;Geographical focus;Language;Resource types;Open Access;Related Concepts;Themes;Overarching Categories
http://salandobservatory.org/2017/03/legal-empowerment-of-the-poor-through-property-rights-reform-unu-wider/;salo:7457;Legal empowerment of the poor through property rights reform;08/03/2017;https://i2.wp.com/salandobservatory.org/wp-content/uploads/2017/03/c96.jpg;Catherine Boone;Land registration and titling in Africa has been seen as a means of legal empowerment of the poor that can protect smallholders’ and pastoralists’ rights of access to land and other landbased resources. Land registration is also on the ethnojustice agenda in parts of Africa and beyond. Yet legal empowerment via registration and titling is also advocated by those who push for the market-enhancing and aggregate growth-promoting commodification of property rights, whereby market forces will transfer land out of the hands of smallholders and into the hands of ‘those who can make most efficient or productive use of it’. This paper contrasts these different visions of legal empowerment;https://www.wider.unu.edu/sites/default/files/wp2017-37_0.pdf;United Nations University;002;en;Reports & Research;Yes ;"land registration;legal empowerment;land access;land investments;property rights;land law;land reform";Land & Investments;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
http://salandobservatory.org/2016/06/encroaching-on-land-and-livelihoods-how-national-expropriation-laws-measure-up-against-international-standards-university-of-groningen/;salo:7550;Encroaching on Land and Livelihoods: How National Expropriation Laws Measure Up Against International Standards;01/06/2016;https://i0.wp.com/salandobservatory.org/wp-content/uploads/2017/03/z26.jpg;Nicholas K. Tagliarino;Encroaching on Lands and Livelihoods considers whether national expropriation laws in 30 countries across Asia and Africa follow the international standards established in Section 16 of the VGGTs. It analyzes laws against a set of 24 indicators (hereinafter “expropriation indicators”) based on the standards established in Section 16 and provides examples of expropriation practices drawn from literature reviews to illustrate the importance of adopting international standards. Based on this analysis, the paper offers a set of recommendations that identifies steps that governments, civil societies, and other stakeholders can take to adopt international standards on expropriation, compensation, and resettlement;http://www.rug.nl/research/portal/en/publications/encroaching-on-land-and-livelihoods(3c32ba3e-88b8-4bd3-ae75-b2c463f366eb).html;University of Groningen;001;en;Policy Papers & Briefs;Yes ;"land;compensation;land tenure;land use;land distribution;land rights";;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
http://salandobservatory.org/2017/03/how-a-proposed-strip-mine-brought-conflict-to-south-africas-wild-coast-yale-environment-360/;salo:7674;How a Proposed Strip Mine Brought Conflict to South Africa’s Wild Coast;13/03/2017;https://i0.wp.com/salandobservatory.org/wp-content/uploads/2017/03/z62.jpg;Fred Pearce;Identified the sand dunes that extend along the coast of eastern Pondoland and up to two kilometers inland as among the world’s 10 richest reserves of ilmenite, the ore that contains the metal titanium. MRC’s South African subsidiary Transworld Energy and Minerals (TEM), with a local partner, the Xolobeni Empowerment Company (Xolco), has applied for mining rights. But, far from embracing this project as a potential economic boon, many of the residents of the five villages adjacent to the dunes reject it. They say their world would be destroyed by mining. Coordinated by the Amadiba Crisis Committee set up by Rhadebe, Mbuthuma, and community elders a decade ago, and backed by South African human rights lawyers, these villagers have taken on Caruso and asserted their rights under customary law to veto any mining plan;http://e360.yale.edu/features/titanium-mine-conflict-south-africa-pondoland-rhadebe-caruso;Yale Environment 360;ZAF;en;Reports & Research;Yes ;"land;mining;land rights;environment";Land, Climate change & Environment;Access to Land & Tenure Security
http://salandobservatory.org/2017/01/how-does-the-ownership-of-land-affect-household-livelihood-pathways-under-conditions-of-deagrarianization-hanging-in-stepping-up-and-stepping-out/;salo:7858;How does the ownership of land affect household livelihood pathways under conditions of deagrarianization? ‘Hanging in’, ‘stepping up’ and ‘stepping out’ in two north Indian villages;01/01/2017;https://i1.wp.com/salandobservatory.org/wp-content/uploads/2017/03/z112.jpg;Bill Pritchard, Mark Vicol and Rosemary Jones;"In rural parts of the global South, livelihoods are diversifying away from agriculture. Neverthe-less, agriculture typically still remains the backbone of rural life and is usually considered the prime source of economic security, social prestige and self-identity. The task of narrating these somewhat contradictory processes in a conceptually coherent fashion has proven a major challenge for research. This paper responds to this problem by deploying an adapted version ofAndrew Dorward’s schema of households ‘hanging in, stepping up or stepping out’ of their landed interests. Dorward’s middle-ground theory provides an appropriate analytical vehicle for capturing the vagaries and situated complexities of the land-livelihoods nexus. However the theory fails to fully appreciate the extent to which household livelihood decision making rests on complex entanglements that leverage land-based and nonfarm activities against one another. We demonstrate the critical importance of these processes through the results ofin-depth interviews with 32 households in two north Indian villages. These interviews lead us to propose that land factors in livelihood aspirations in three fundamental ways: an arena for interpenetrated agrarian and nonagrarian livelihood streams; a base for social reproduction;and a bulwark of food (and by extension, livelihood) security through own-productioncapabilities…”";http://onlinelibrary.wiley.com/doi/10.1111/sjtg.12180/epdf;Singapore Journal of Tropical Geography;001;en;Reports & Research;Yes ;"land;agrarian reform;sustainable development;land ownership";Socio-Economic & Institutional Context;
http://salandobservatory.org/2016/12/recognition-and-respect-for-tenure-rights-center-for-international-forestry-research-center-for-international-forestry-research/;salo:7862;Recognition and Respect for Tenure Rights;01/12/2017;https://i2.wp.com/salandobservatory.org/wp-content/uploads/2017/03/z113.jpg;Anne M. Larson and Jenny Springer;"Recognition and respect for tenure rights has long been recognized as an important concern for development, conservation, and natural resource governance. This paper discusses why secure tenure rights for local communities, indigenous peoples and women are central to good natural resource governance and important for livelihoods and human rights, as recognized in multiple international conventions. The paper reviews both challenges and opportunities for securing rights in practice and highlights successful cases of tenure reform. Communities are likely to continue to face resistance and opposition to recognition, and competition for land and natural resources, from more powerful actors, even after rights have been granted. Successfully recognizing and securing tenure requires a strong, evidence-based understanding of these challenges in order to design effective strategies to overcome them. This includes building coalitions and supporting grassroots organizations and social movements; designing a clear roadmap, with communities, for implementation; supporting the enabling conditions for improvements in livelihoods and effective and sustainable resource management; and monitoring progress to adapt to and confront new challenges";http://www.cifor.org/library/6386/recognition-and-respect-for-tenure-rights/;Center for International Forestry Research;001;en;Reports & Research;Yes ;"land tenure systems;land tenure;land reform;rural population;local community;forestry;land governance;natural resources management;women";"Land & Gender;Land Stakeholders & Institutions;Forest Tenure";"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
http://salandobservatory.org/2016/11/womens-land-rights-rural-social-movements-and-the-state-in-the-21st-century-latin-american-agrarian-reforms-journal-of-agrarian-change/;salo:8077;Women’s land rights, rural social movements, and the state in the 21st-century Latin American agrarian reforms;04/04/2017;https://i0.wp.com/salandobservatory.org/wp-content/uploads/2017/04/q20.jpg;Carmen Diana Deere;This paper addresses the disjuncture between women’s formal land rights and their attaining these in practice, examining the four agrarian reforms carried out by progressive governments after 2000 in Bolivia, Brazil, Ecuador, and Venezuela. It finds that while all four strengthened women’s formal land rights, only the reforms in Bolivia and Brazil resulted in a significant share and number of female beneficiaries. In both countries, strong national?level rural women’s movements were the main advocates behind women’s land rights in a context in which they formed part of the coalition that brought these regimes to power. In Bolivia, women have benefited principally through joint titling of land to couples in the country’s massive land regularization programme. Brazil’s reform has been the most redistributionary, and women have benefited through the priority given to female household heads as well as the mandatory joint allocation of land to couples in the agrarian reform settlements;http://onlinelibrary.wiley.com/doi/10.1111/joac.12208/epdf;Journal of Agrarian Change;001;en;Reports & Research;Yes ;"women;agrarian reform;land titling;land reform;land rights;tenure regularization;land distribution";Land & Gender;Access to Land & Tenure Security
http://salandobservatory.org/2017/04/economist-josh-ryan-collins-how-land-disappeared-from-economic-theory-evonomics/;salo:8156;Economist Josh Ryan-Collins: How Land Disappeared from Economic Theory;04/04/2017;https://i1.wp.com/salandobservatory.org/wp-content/uploads/2017/04/q36.jpg;Josh Ryan-Collins;Land. Neglected, obfuscated but never quite completely forgotten, the story of Land’s marginalization from mainstream economic theory is little known. But it has important implications. Putting it back in to economics, we argue in a new book, ‘Rethinking the Economics of Land and Housing’, could help us better understand many of today’s most pressing social and economic problems, including excessive property prices, rising wealth inequality and stagnant productivity. Land was initially a key part of classical economic theory, so why did it get pushed aside?;http://evonomics.com/josh-ryan-collins-land-economic-theory/;Evonomics;001;en;Reports & Research;Yes ;"land;land rent";;
http://salandobservatory.org/2017/05/stakeholder-analysis-in-the-new-land-conflicts-under-the-background-of-urbanization-engineering-and-technology-research/;salo:8424;Stakeholder Analysis In The New Land Conflicts Under The Background Of Urbanization;01/05/2017;private://feeds/SALO-thumbnail.png;Jiayi Wang and Zaohong Zhou;In the accelerating process of urbanization and social transition era, industrialization, urbanization and construction of urban-rural integration also inevitably leads to the land expropriation, land conflicts have become important issues in the development process. To make an intensive study of the forming mechanism of land expropriation conflicts, this essay try to reveal the internal mechanism of the land expropriation policy to provide theory guidance and practical support for current land expropriation process, analyzing the game relationship and balance of farmers, local government and central government in land interests conflicts, revealing the internal mechanism of the land with a view to provide guidance and practical support for current land expropriation. Research shows that effective conflict management is the key to reform land requisition of land expropriation system design. Therefore, improving the land acquisitions laws and procedures, establish a local government land acquisitions and supervision and evaluation mechanism, improving the compensation criterion for land expropriation, land arbitration a dispute resolution mechanism is a useful way to promote land expropriation;http://dpi-proceedings.com/index.php/dtetr/article/view/7813;Journal of Engineering and Technology Research;001;en;Reports & Research;Yes ;"land conflicts;urbanization;development;land acquisitions;land rights";"Land Conflicts;Urban Tenure";Access to Land & Tenure Security
http://salandobservatory.org/2017/05/over-5-years-africa-has-lost-forests-the-size-of-england-this-is-how-to-create-a-trade-off-cnbcafrica/;salo:8501;Over 5 years Africa has lost forests the size of England, this is how to create a trade-off;08/05/2017;https://i2.wp.com/salandobservatory.org/wp-content/uploads/2017/05/w26.jpg;Fraser Thompson and Ian Ong;Deforestation remains a persistent environmental challenge in Africa. The Food and Agriculture Organization (FAO) estimates that between 2010 to 2015 alone, the continent experienced a net loss of around 17 million hectares of forests. To put this in perspective, this is equivalent to more than 1.3 times the total land size of England. It is also a major driver of carbon emissions;https://www.cnbcafrica.com/insights/energy-environment/2017/05/08/africas-palm-oil/;CNBC Africa;002;en;Policy Papers & Briefs;Yes ;"land use;deforestation;environment;forestry";"Land, Climate change & Environment;Forest Tenure";Land Use, Management & Investment
http://salandobservatory.org/2017/05/reclaiming-collective-rights-land-and-forest-tenure-reforms-in-peru-1960-2016-cifor/;salo:8535;Reclaiming collective rights Land and forest tenure reforms in Peru (1960–2016);11/05/2017;https://i0.wp.com/salandobservatory.org/wp-content/uploads/2017/05/w34.jpg;Iliana Monterroso, Peter Cronkleton, Danny Pinedo and Anne M. Larson;Peru has formalized property rights for 1,200 indigenous communities in the Amazon. These titled indigenous lands cover over 11 million hectares and represent approximately 17% of the national forest area. Progress has been possible due to multiple reforms that recognized indigenous rights to collective lands, a process characterized by complex and protracted conflicts among competing interests, shifting government priorities and continued resistance by indigenous people to contest efforts that undercut their interests. Although the government initiated these changes more than 50 years ago, implementation continues in a context that is highly convoluted and misunderstood. This working paper traces historical elements to illustrate the multifaceted trajectory of reforms affecting collective tenure rights over land and forests in the Peruvian Amazon;http://www.cifor.org/publications/pdf_files/WPapers/WP224Monterroso.pdf;Center for International Forestry Research;002;en;Policy Papers & Briefs;Yes ;"property rights;land rights;forestry;land reform;rural population;local community;community land rights";"Forest Tenure;Indigenous & Community Land Rights;Land Stakeholders & Institutions";"Land Policy & Legislation;Access to Land & Tenure Security"
http://salandobservatory.org/2017/05/zambias-peasants-at-risk-of-becoming-squatters-on-their-own-land-un-expert-warns-united-nations-human-rights/;salo:8583;Zambia’s peasants at risk of becoming squatters on their own land – UN expert warns;12/05/2017;https://i2.wp.com/salandobservatory.org/wp-content/uploads/2017/05/w46.jpg;Hilal Elver;The push to turn commercial large-scale agricultural into a driving engine of the Zambian economy, in a situation where the protection of access to land is weak, can risk pushing small-holder farmers and peasants off their land and out of production with severe impacts on the people’s right to food,” Ms. Elver said at the end of her first official visit to the country;https://www.africa-newsroom.com/press/zambias-peasants-at-risk-of-becoming-squatters-on-their-own-land--un-expert-warns?lang=en;Office of the United Nations High Commissioner for Human Rights;002;en;Reports & Research;Yes ;"farmers;agriculture;farmland;private ownership;land tenure;tenants;customary land rights;food security;poverty";Land & Food Security;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
http://salandobservatory.org/2017/05/farmland-transfers-in-kwazulu-natal-1997-2003-a-focus-on-land-redistribution-including-restitution-agecon/;salo:8756;Farmland transfers in KwaZulu-Natal, 1997-2003: A focus on land redistribution including restitution;21/05/2017;https://i0.wp.com/salandobservatory.org/wp-content/uploads/2017/05/w84.jpg;MC Lyne & SRD Ferrer;Census surveys of land transactions show that 203,300 hectares of KwaZulu-Natal’s commercial farmland transferred to previously disadvantaged South Africans over the period 1997-2003. This represents 3.8 per cent of the farmland originally available for redistribution in 1994. The annual rate of land redistribution in the province fell from a peak of 1.06 per cent in 2002 to 0.41 per cent;http://ageconsearch.umn.edu/record/31739?ln=en;AgEcon Search;ZAF;en;Reports & Research;Yes ;"land distribution;farmland;farmers;land policies;women;land transfers";Land & Gender;"Land Policy & Legislation;Land Use, Management & Investment"
http://salandobservatory.org/2017/05/understanding-changing-land-issues-for-the-rural-poor-in-mozambique-international-institute-for-environment-and-development/;salo:8759;Understanding changing land issues for the rural poor in Mozambique;21/05/2017;https://i2.wp.com/salandobservatory.org/wp-content/uploads/2017/05/w85.jpg;Eléusio Filipe and Simon Norfolk;In Mozambique, changes in land access and use are shaping new landscapes, often at the expense of the poor. Despite progressive land legislation, elite groups and vested interests are consolidating land holdings while peasant producers are being dispossessed of their land and access to fertile plots is becoming increasingly difficult. As national and foreign investors seek land for housing, real estate, agriculture, tourism, mining and forestry, what is the state’s role in responding to these increased demands? While overseeing investment strategies in rural areas, the government must balance opportunities with possible threats, and ensure that economic development is not done at the expense of local livelihoods and aspirations. Policy must focus on improving land administration and land-use planning processes — understanding and appreciating the social, economic and cultural costs to poor communities caused by the loss of access to natural resources;http://pubs.iied.org/pdfs/17594IIED.pdf;International Institute for Environment and Development;ZAF;en;Reports & Research;Yes ;"land access;land use;sustainable development;compensation;land rights";Socio-Economic & Institutional Context;"Land Use, Management & Investment;Access to Land & Tenure Security"
http://salandobservatory.org/2017/05/an-assessment-of-the-role-of-social-capital-in-collaborative-environmental-governance-in-tribal-communities-the-study-of-gumbi-and-zondi-communities-in-kwazulu-natal-province-south-africa-wire/;salo:8881;An assessment of the role of social capital in collaborative environmental governance in tribal communities: the study of Gumbi and Zondi communities in KwaZulu Natal province, South Africa;30/05/2017;https://i1.wp.com/salandobservatory.org/wp-content/uploads/2017/05/w118.jpg;Regis Musavengane;"Political transformations in most developing nations have been accompanied by vast land claims by indigenous communities who were forcibly detached from their traditional land during colonisation and apartheid-like dispensations. In the context of sub-Saharan African countries (including South Africa), the need for land reform has been aggravated by the great scarcity of farmland. However, most of the reclaimed land is in areas pursuing conservation activities. Now, caught between owning the land and pursuing conservation as a land use option to improve livelihood; local communities have tended to form partnerships and collaborations with external stakeholders in managing communally owned natural resources. Collaborative management is perceived as a sustainable route in governing common pool natural resources in re-claimed areas. It is in this regard, that this research aims at establishing the role to which social capital can be instrumental in promoting sustainable governance in co-managed community game reserves in Kwa-Zulu Natal";http://wiredspace.wits.ac.za/handle/10539/22726;wiredspace;ZAF;en;Reports & Research;Yes ;"indigenous peoples;land governance;natural resources management;rural population;local community;environment;land rights";"Land, Climate change & Environment;Land Stakeholders & Institutions;Indigenous & Community Land Rights";"Land Use, Management & Investment;Access to Land & Tenure Security"
http://salandobservatory.org/2017/06/the-status-of-national-legal-frameworks-for-valuing-compensation-for-expropriated-land-an-analysis-of-whether-national-laws-in-50-countriesregions-across-asia-africa-and-latin-america-comply-wit/;salo:8973;The Status of National Legal Frameworks for Valuing Compensation for Expropriated Land: An Analysis of Whether National Laws in 50 Countries/Regions across Asia, Africa, and Latin America Comply with International Standards on Compensation Valuation;01/06/2017;http://www.mdpi.com/land/land-06-00037/article_deploy/html/images/land-06-00037-g001.png;Nicholas K. Tagliarino;The challenges associated with determining fair compensation for expropriated land have been extensively discussed and debated among scholars, practitioners, policymakers, and the public. However, to date, a comprehensive study of national-level compensation procedures established by law considering whether such procedures meet internationally recognized standards on compensation valuation has not been conducted. This article aims to bridge this gap by serving as a reference point and informing “expro” debates among scholars, practitioners, and policymakers. This article examines national-level legal provisions on compensation in 50 countries/regions across Asia, Africa, and Latin America against a set of legal indicators that are based on international standards on the valuation of compensation;http://www.mdpi.com/2073-445X/6/2/37/htm;Molecular Diversity Preservation International;001;en;Reports & Research;Yes ;"compensation;land valuation;expropriation;land tenure;compulsory acquisitions;investment funds";"Land Conflicts;Land & Investments";"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
http://salandobservatory.org/2017/06/discontents-in-japans-aid-discourse-in-africa-land-grabbing-activism-in-tokyo-international-conference-for-africa-development-ticad-process-journal-of-african-studies-and-development/;salo:8980;Discontents in Japan’s aid discourse in Africa: Land grabbing activism in Tokyo International Conference for Africa Development (TICAD) process;06/06/2017;https://i1.wp.com/salandobservatory.org/wp-content/uploads/2017/06/x22.jpg;Kinyua Laban Kithinji;"Political resistance towards international development is a prevalent theme in global civil society and
Non-Governmental organizations. The poor are often assumed to indubitably participate in resistance. However, the poor’s participation is both diverse and complex. To understand this complexity, this paper attempts to explain the poor’s acquiescence in incorporation into land grabbing deals. By examining Japan’s discourse of development targeted to Africa, ambivalence of Tokyo International Conference for Africa Development (TICAD) rhetoric of ownership and partnership is described as disappropriately engaging the local populations in transfer of land from local populations to state, interstate apparatus, and transnational corporations for the purpose of large-scale investment in food crops. This has degraded the local environment and uprooted rural livelihoods";http://www.academicjournals.org/journal/JASD/article-full-text-pdf/2D6045364600;Journal of African Studies and Development;002;en;Reports & Research;Yes ;"land use;land rights;land grabbing;land acquisitions;land law;land policies";;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
http://salandobservatory.org/2017/06/the-impact-of-coastal-grabbing-on-community-conservation-a-global-reconnaissance-springer-open/;salo:9129;The impact of coastal grabbing on community conservation – a global reconnaissance;14/06/2017;https://i1.wp.com/salandobservatory.org/wp-content/uploads/2017/06/x66.jpg;Maarten BavinckEmail author, Fikret Berkes, Anthony Charles, Ana Carolina Esteves Dias, Nancy Doubleday, Prateep Nayak and Merle Sowman;Coastal grab refers to the contested appropriation of coastal (shore and inshore) space and resources by outside interests. This paper explores the phenomenon of coastal grabbing and the effects of such appropriation on community-based conservation of local resources and environment. The approach combines social-ecological systems analysis with socio-legal property rights studies. Evidence of coastal grab is provided from four country settings (Canada, Brazil, India and South Africa), distinguishing the identity of the ‘grabbers’ (industry, government) and ‘victims’, the scale and intensity of the process, and the resultant ‘booty’. The paper also considers the responses of the communities. While emphasizing the scale of coastal grab and its deleterious consequences for local communities and their conservation efforts;https://maritimestudiesjournal.springeropen.com/track/pdf/10.1186/s40152-017-0062-8;Springer;ZAF;en;Reports & Research;Yes ;"aquaculture;land grabbing;coastal area;environment;land law;property rights";Land, Climate change & Environment;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
http://salandobservatory.org/2017/06/learning-brief-7-land-acquisition-and-development-for-human-settlement-afesis-corplan/;salo:9476;land acquisitions and development for human settlement;29/06/2017;https://i1.wp.com/salandobservatory.org/wp-content/uploads/2017/07/y61.jpg;Ronald Eglin;As a country we need to prioritise the acquisition and development of land for settlement purposes if we are to make any impact on the demand for housing.  Between 1994 and 2014 the South African government provided more than 2.5 million houses and some 1.2 million serviced sites, but the housing backlog nevertheless increased over this same period from 1.5 million to 2.1 million units;http://afesis.org.za/learning-brief-7-land-acquisition-development-human-settlement/;Afesis-corplan;ZAF;en;Policy Papers & Briefs;Yes ;"land use;land policies;land acquisitions;development";;"Land Policy & Legislation;Land Use, Management & Investment"
http://salandobservatory.org/2017/07/national-land-reform-programme-and-rural-development-policy-brief-3-polity-org/;salo:9480;National Land Reform Programme and Rural Development;11/07/2017;http://us-cdn.creamermedia.co.za/assets/articles/images/resized/0000663087_resized_2016policybrief3nationallandreformprogrammeandruraldevelopment.jpg;;The Financial and Fiscal Commission (the Commission) undertook a study into the land reform programme. Part of the problem is that land reform is framed within the narrow confines of agriculture and does not take into account the inherent sectoral challenges. The survey results show the land reform programme’s lack of success is illustrated by the drastic decrease in production since land was transferred. This has resulted in job losses, especially at sites where the crops grown were labour intensive and required expertise, and in land reform beneficiaries being worse off than those who did not benefit from land reform;http://www.polity.org.za/article/national-land-reform-programme-and-rural-development---policy-brief-3-2017-07-11;Politey.org;ZAF;en;Policy Papers & Briefs;Yes ;"land reform;land use;land policies";;"Land Policy & Legislation;Land Use, Management & Investment"
http://salandobservatory.org/2017/07/land-conflicts-highlight-a-critical-role-for-universities-university-world-news/;salo:9541;Land conflicts highlight a critical role for universities;14/07/2017;https://i0.wp.com/salandobservatory.org/wp-content/uploads/2017/07/y79.jpg;Gilbert Nakweya;African universities have a key role to play in developing technical and human capacities to support land policy development and implementation, according to experts attending a two-day meeting to validate a study on ‘Land, Ethnicity and Conflict in Africa’, held last month in Addis Ababa, Ethiopia;http://www.universityworldnews.com/article.php?story=20170714112055521#.WWyjt6BHfhY.twitter;University World News.;002;en;Reports & Research;Yes ;"land reform;land use;land policies;land governance";;"Land Policy & Legislation;Land Use, Management & Investment"
http://salandobservatory.org/2017/07/evaluating-the-environmental-law-and-energy-policy-dimensions-of-land-grabbing-academic-journals/;salo:9576;Evaluating the environmental law and energy policy dimensions of land-grabbing;31/08/2017;https://i2.wp.com/salandobservatory.org/wp-content/uploads/2017/07/y90.jpg;Semie Memuna Sama;This article seeks to investigate whether concern for food security and investment liberalization are the principle drivers of land-grabbing in Africa. The investigation demonstrates that, in addition to food security concern, climate change and energy security considerations have been key catalysts arousing hunger for farmland, forests, and fisheries resources in Africa. In particular, certain provisions of the United Nations Framework Convention on Climate Change, the Convention on Biological Diversity, and Directive 2009/28/EC of the European Parliament have rendered tree planting, agro-biofuel cultivation, and forest conservation attractive investments in Tanzania and Uganda. This finding challenges the prevailing discourse that links land-grabbing, solely, to global demand for food and the liberalization of investment;http://www.academicjournals.org/journal/AJEST/article-full-text/2170B2365189;Academic Journals Publishing Group;002;en;Reports & Research;Yes ;"land grabbing;environment;land policies";Land, Climate change & Environment;Land Policy & Legislation
http://salandobservatory.org/2017/07/land-expropriation-without-compensation-possible-impact-on-the-south-african-agricultural-economy-bizcommunity/;salo:9635;Land expropriation without compensation: Possible impact on the South African agricultural economy;28/07/2017;https://i1.wp.com/salandobservatory.org/wp-content/uploads/2017/07/y104.jpg;;Recently, in its policy conference held in Johannesburg, South Africa from 30 June to 5 July 2017, the African National Congress (ANC) once again put on the table the possibility of land expropriation without compensation. In his closing remarks on the last day of the conference, President Zuma stated that “where it is necessary and unavoidable, land expropriation without compensation may be pursued.”;http://www.bizcommunity.com/Article/196/358/165375.html;BizCommunity;ZAF;en;Reports & Research;Yes ;agriculture;;
http://salandobservatory.org/2017/07/incommensurabilities-of-the-sadc-land-issue-and-nozicks-entitlement-theory-african-journal-of-international-and-comparative-law/;salo:9670;Incommensurabilities of the SADC Land Issue and Nozick’s Entitlement Theory;30/07/2017;private://feeds/SALO-thumbnail.png;Benedict Abrahamson Chigara;Racialised land ownership in former apartheid-governed states of the SADC remains the most divisive subject particularly between Western states and SADC states themselves. Western states have reacted to the SADC land reform programme (LRP) by imposing severe economic sanctions on target states while SADC states have, in the aftermath of the Campbell decision, suspended the very SADC Tribunal for handing down that decision, pending review of its jurisdiction. Further, SADC states have limited the jurisdiction of the Tribunal to inter-state matters only, shutting the door on individual petitions for any alleged human rights abuses. At the heart of this matter is the issue of contested title to lands that the SADC Tribunal had dealt with in the Campbell case. This article applies Nozick's entitlement theory to determine the question of entitlement as a means of illuminating the incommensurabilities around the SADC land issue. Formalist arguments that are premised on strict and purist positions on either side of these incommensurabilities are weighed under the light of entitlement theory. The article shows that because of its historically multi-layered dimensions, the SADC land issue appears ill-suited to legal formalist arguments that ignore both the historical context of colonialism and forcible expropriation of native titles without compensation.;https://www.euppublishing.com/doi/abs/10.3366/ajicl.2017.0197?journalCode=ajicl;African Journal of International and Comparative Law;001;en;Reports & Research;Yes ;land reform;;
http://salandobservatory.org/2017/07/landed-traders-trading-agriculturalists-land-in-the-economy-of-the-italian-diaspora-in-the-greek-east-the-journal-of-roman-studies/;salo:9674;Landed Traders, Trading Agriculturalists? Land in the Economy of the Italian Diaspora in the Greek East;24/07/2017;https://i2.wp.com/salandobservatory.org/wp-content/uploads/2017/07/y116.jpg;Lisa Pilar Eberle and Enora Le Quéré;This paper revises current understandings of the rôle of land in the economy of the Italian diaspora in the Greek East in the second and first centuries b.c., arguing that these Italians owned more land than has previously been assumed and that many of these Italian landowners practised a highly commercialized form of agriculture that focused on high-end products. This strategy shaped what empire meant both locally and in Italy and Rome, where the products they marketed fed into the ongoing consumer revolutions of the time. After discussing the evidence for the extent of Italian landholdings and examining their exploitation in three case studies, we conclude by reflecting on the long-term history of such landholdings in the provinces and the implications for our understanding of Roman imperialism more generally;https://www.cambridge.org/core/journals/journal-of-roman-studies/article/landed-traders-trading-agriculturalists-land-in-the-economy-of-the-italian-diaspora-in-the-greek-east/60418D46558A9A91E27B48B51E30B164;The Journal of Roman Studies ;001;en;Reports & Research;Yes ;land ownership;;
http://salandobservatory.org/2017/08/is-contract-farming-an-inclusive-alternative-to-land-grabbing-the-case-of-potato-contract-farming-in-maharashtra-india-sciencedirect/;salo:9731;Is contract farming an inclusive alternative to land grabbing? The case of potato contract farming in Maharashtra, India;05/08/2017;https://i0.wp.com/salandobservatory.org/wp-content/uploads/2017/08/y121-9.jpg;Mark Vicol;In the recent explosion of attention given to the land grabbing phenomenon, contract farming has been identified as a potentially inclusive alternative for smallholders to outright acquisition of farm land by agri-business capital. This paper responds to these claims by resituating contract farming as an equally important form of land control. The focus of the paper is a case study of potato contract farming in Maharashtra;https://www.sciencedirect.com/science/article/pii/S0016718517302117;ScienceDirect;001;en;Reports & Research;Yes ;"land grabbing;agrarian reform";;
http://salandobservatory.org/2017/08/land-reform-and-conflict-in-south-sudan-evidence-from-yei-river-county-african-spectrum/;salo:9809;Land Reform and Conflict in South Sudan: Evidence from Yei River County;23/02/2017;https://i0.wp.com/salandobservatory.org/wp-content/uploads/2017/08/y121-22.jpg;"Peter Hakim Justin and Han van Dijk 
";Following South Sudanese independence in 2011, land reform became a major aspect of state building, partly to address historical injustices and partly to avoid future conflicts around land. In the process, land became a trigger for conflicts, sometimes between communities with no histories of “ethnic conflict.” Drawing on cases in two rural areas in Yei River County in South Sudan, this paper shows that contradictions in the existing legal frameworks on land are mainly to blame for those conflicts. These contradictions are influenced, in turn, by the largely top-down approach to state building, which has tended to neglect changes in society and regarding land resulting from colonialism and civil wars;https://journals.sub.uni-hamburg.de/giga/afsp/article/viewFile/1047/1054;GIGA Institute of African Affairs;002;en;Reports & Research;Yes ;"agrarian reform;land law";;Land Policy & Legislation
http://salandobservatory.org/2017/08/causes-of-informal-settlements-in-ekurhuleni-metropolitan-municipality-an-exploration-apsdpr/;salo:9852;Causes of informal settlements in Ekurhulen metropolitan municipality: An Exploration  ;15/08/2017;https://i0.wp.com/salandobservatory.org/wp-content/uploads/2017/08/y121-31.jpg;Noah K. Marutlulle;This article aims to explore the causes of informal settlements in Ekurhuleni Metropolitan Municipality (EMM). The article strongly challenges the view that the cause of informal settlements in EMM and other parts of South Africa is predominantly the apartheid government and agrees with literature which provides evidence that to a larger extent, the present government, not the apartheid government, is one of the dominant causes of informal settlements. The article further establishes a common and fertile ground for the convergence of the different views and perspectives into variables which, in addition to the present government, include population growth, government economic policies, economic variables, housing shortage, unavailability of land and unaffordability as the real causes of informal settlements in EMM;http://www.apsdpr.org/index.php/apsdpr/article/view/131/175;Africa Public Service Delivery & Performance Review;ZAF;en;Reports & Research;Yes ;"land use;land cover";;Land Use, Management & Investment
